# FILE DATA
ID : MMRW2100000218
category :  온라인 대화 > 다자 대화(3인)

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210603
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 부산
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 3
age : 20대
occupation : 가정 주부
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>현 거주지 지인
intimacy  :  5
contact_frequency  :  주 3회 이상

P0 	: 칼퇴했긔
P0 	: 이&name5&
P2 	: 어이구 애기들이 너무 조용히 있어서
P1 	: 두시간이 뭐여
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 여지껏 통화햇다고
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 애들 잇는지몰랏다고
P1 	: 롸
P0 	: 이&name5& 아주 분유값을 했어
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 낼 오시면
P1 	: 혀자네
P0 	: 또하시느거아니냐
P2 	: 그러고 자기 딸들도ㅠ그랫다며
P0 	: 티타임 가실기세
P2 	: 5분 더얘기함
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오분도ㅋㅋㅋㅋㅋ
P0 	: 존나  tmi
P0 	: 낼와서는 남편얘기할지도
P2 	: 우리딸들고 전화오래하면 기다리라하면 조용히 기다려서
P1 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 상대방이 애들왜케 조용하냐햇다먀
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 이미
P2 	: 남편얘기도햇고요
P2 	: 시댁얘도 햇고요
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ미친
P1 	: 어우
P2 	: 형수얘기에다갘ㅋㅋㅋㅋㅋ
P2 	: 이모 집안 대충 훑음
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 ㅁ치니
P1 	: 형수라뇨
P0 	: &name3& 모냐구
P2 	: 형수랑 안맞으신대
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 어휴
P2 	: &name5&도 씨고 나도 씻어야하는데
P1 	: ㅋㅋㅋㅋㅋㅋ기빨료
P2 	: 화장도 못지움
P0 	: 그집 사정 어케 다 알엌ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 씻구와라ㅍ퓨
P0 	: 앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 환장
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 더웃긴건
P1 	: 엉
P2 	: 이러고 내일 오전 10시에 만남
P1 	: 할 말없을덕
P2 	: 절친인줄
P1 	: 그니께
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 할말이 없지않으실듯
P1 	: 졸라 웃김
P2 	: 오ㅛㅣㄹ때마다 얘기 많이하심
P1 	: 티엠아이 방출
P0 	: 친친하니냐
P1 	: 찐친
P2 	: 어휴
P1 	: 씻구와라
P0 	: &name3& 복받을거임
P2 	: 힘들어따
P0 	: 어서 가라
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 후 ...
P2 	: 쫌만 쉬고
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 우리랑동 2시간 통화 안해봤쨔냐
P0 	: 존트 웃기고요
P1 	: ㅋㅋㅋㅋ근ㅁ게
P2 	: 너네랑하면
P1 	: 언제 씻냐고ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 이렇게 힘들진않겟지
P2 	: 너네 언제자
P1 	: 나 좀따
P0 	: 아직
P0 	: 더해야해
P2 	: 좀더 분발하고
P2 	: 씻을께 ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 웃곀ㅋㅋㅋㅋㅋ
P0 	: 님은 가도 돼ㅎ
P1 	: 나?
P0 	: &name3&요
P1 	: 짜파게티 좀 먹고 싶소
P2 	: 저요 ?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 언제 먹어
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 먹는중인데
P2 	: 엥 ?
P1 	: 오빠랑 얘기도 해야하고
P0 	: 벌써?
P0 	: 바쁘너
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 먼소리가 먹고잇는데 먹고싶더고 ??
P0 	: 입에도 넣어야하고
P1 	: 짜파개티도 먹어여하고
P1 	: 티비도 봐야함
P2 	: 귀욥
P1 	: 그와중에 카톡도 해
P0 	: 바쁜새가 모이를 먹는다
P2 	: 이모
P1 	: 진짜 졸라 바쁨ㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋ
P0 	: 먼 이모
P0 	: 카톡왔나
P0 	: 설마
P1 	: 롸
P1 	: 또 전화하는거 아니냐
P0 	: 존나쌔한데
P0 	: 그정도면 안받아도 될듯
P0 	: ;;;
P2 	: &name4&에요
P0 	: 아 다행
P0 	: &name4&야
P0 	: 이모야
P0 	: &name1&이모^________^
P2 	: 너ㅣ<{emoji:♡}{emoji:☆}>
P0 	: 오구구
P1 	: &name4&야
P2 	: 머리 말려주는 동안
P1 	: 이모 오늘 회사에서 힘들었다
P2 	: &name4&보고 쓰라함
P2 	: 한줄이라도
P2 	: 갓어 &name4&
P1 	: 이모 오늘 회사에서
P2 	: 오구오구 힘들어쪼
P1 	: 힘들어쪄
P0 	: ㅋㅋㅋㅋㅋ짜파게리 맛있어?
P1 	: 카톡하면서 먹어서
P2 	: 큰사발 드세요 ?
P1 	: 말라 비틀어짐
P2 	: 손이 젓가락질을 쉬자나 ㅠㅠ
P1 	: 끓였는데요.. 말랐어요
P2 	: 떡됏 ??
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 말랏
P0 	: 꾸덕꾸덕을넘어섰나
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 괜차나 그맛으로 먹어도 맛있어
P1 	: 넘 찹다 짜파게티
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ흡입해라
P1 	: 내 손보다 짜파게티가 차
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 머슨일
P0 	: 흡입에 열중하세요
P2 	: 어휴
P2 	: 2시간동안 귀에다 폰대고 잇엇ㄷ.만
P2 	: 머리아프네요
P1 	: ㅋㅋㅋㅋㅋ고생해뗘
P0 	: 귀에서 피안나나
P2 	: 어우 11시라니요
P2 	: 머리가 그냥 울려요
P2 	: ㅋㅋㅋㅋㅋ 리액션만 2시간한듯
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ하루 다갔노
P2 	: ㅎ ...
P2 	: 내일 또 얘기 많이 하시겠...지 ??
P0 	: 짠한것
P0 	: 낼을 생각해
P2 	: 새목가기전에
P2 	: 기빠질듯
P0 	: 낼오전에 오나
P1 	: 피안나냐닠ㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 존나웃기다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 현실로 웃음
P2 	: 오전 10시에 오셔유
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 졸라 덤덤하게 귀에서 피안나나ㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋ엄마한테 &name3&의 오늘 하루일과를 말해줬는데
P0 	: 퇴근하고나서
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 엄마도 알던데
P1 	: 미친거져
P0 	: 새목거기
P0 	: 유명한가봄
P1 	: 좋다나
P0 	: 주말에는 줄서서먹는다는데
P2 	: 엉 유명함
P0 	: 뷰가 좋다네
P0 	: 평일에 가야 좋대
P2 	: 밀양에서
P1 	: 뷰 말고
P2 	: 삼랑진임
P1 	: 맛
P2 	: 나쁘지않은듯
P1 	: 맛 좋은지 궁금하네요
P0 	: 메뉴3개판다는데
P0 	: 맛은 뭐 그냥저냥아는맛이여도
P2 	: 부가 다함
P0 	: 뷰맛으로 먹으면 맛있쥬
P0 	: ㅇㅇ
P2 	: 신선놀음맛
P1 	: 전 음식맛이 중요
P2 	: 나의 일과
P2 	: 소감은 없으시니
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 소감ㅋㅋㅋㅋㅋ
P2 	: 일진 드러븐 하루
P0 	: 그건별말안했음ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 힝구
P0 	: 걍 지린얘기했을때는 좀 웃고
P1 	: 내 하루도 못지 않았어
P2 	: 우당탕탕이엇는데효
P1 	: 인터넷이 안되는데 7시반까지 회사에 앉아있기
P2 	: 저건 고문수준
P1 	: 무슨일이야 증말
P2 	: 나는 50분에 궁디뗀다
P0 	: 그러게
P0 	: 다들 지옥같앗을듯
P2 	: 내일 힘내시게 ㅠㅠ
P2 	: 폭풍 일처리 ㅠㅠ
P0 	: 어서씻으러가라
P0 	: 쩔었겠노
P2 	: 예 ..
P0 	: ㅋㅋㅋ점점점뭐야
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 배불러 죽것
P0 	: 배부릅니까
P1 	: 눼퓨
P1 	: 이리와 우나요
P0 	: {share:photo}
P0 	: 맛있겠뚀
P1 	: 어머
P0 	: 퍽살말고 부드러운걸로 조라
P1 	: 조만간 케이에푸씨 가야만 할 거 같쟈나
P0 	: 케엪씨너무 멀아
P1 	: 근데 맨날 퍽살 하나랑 다리같은거 하나 줌
P0 	: 맞음
P1 	: 마째
P0 	: 조만간 치킨조질듯
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 님?
P0 	: 응?
P1 	: 님이 조지내구
P0 	: 응
P0 	: 님도요?
P1 	: 나 푸라닭
P0 	: ㅋㅋㅋㅋㅋ
P0 	: 난 고민중 다시
P0 	: 남포통닭 꾸브라꼬 핫후라이드
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 3파전임
P1 	: ㅋㅋㅋㅋ남포통닭 우리랑먹어
P0 	: ㅋㅋㅋㅋㅋ
P1 	: 나도 궁금하쟈나
P0 	: 헝헝
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 가치 머거욜
P0 	: 눼
P1 	: 귯굿
P0 	: 님 낼바빠서
P0 	: 얘기못하는거아니냐
P1 	: 아냐 카톡 틈츰히 할거야
P1 	: 진짜
P0 	: 구랭
P0 	: ㅠ
P1 	: 둘이 말하고 있으면 내가 웃기라도 해야지
P0 	: 오야
P1 	: 대화참여는 그렇게라도 무조건 하겟다
P0 	: 그래서 멸망은 안본거임?
P0 	: 님
P0 	: 나 잠이와
P1 	: 중간줕강 본거
P1 	: 최악이지
P0 	: ㅋㅋㅋ다시 보세여 제대로
P1 	: 자라긔 낼 열심히 하겟지 우리&name1&
P0 	: 구랴
P0 	: 유투브 하나만보구요
P1 	: 잘자고 낼 보자긩
P0 	: 오야
P0 	: 낼봐염
P1 	: 잘자욜
P0 	: 뱌뱌
P2 	: 씻고왓쪼
P2 	: 잘자들
P1 	: 고샌햇긔
P2 	: 언넝 주무시라
P1 	: 잘자요 &name3& 낼 카톡해열!
P2 	: 앙(하트뿅)
P0 	: 바이바이
P2 	: 뿅
P1 	: ㅎㅇ
P0 	: ㅎㅇ
P1 	: 나 회사
P0 	: 아침먹어요
P0 	: {share:photo}
P0 	: 아아랑 느긋하게 브런치로 조지고싶은데 현실은 포크로 우걱우걱
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 그냥 씹을쁀
P0 	: 맞음ㅋㅋㅋ심지어 선크림버루고하다가 쬠 탔음
P0 	: 웰던이라부른다
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ난 일함
P1 	: 그리고 또 인터넷안됨
P2 	: 빠르다 ㅠㅠ
P1 	: {censored}
P2 	: 엥
P1 	: {censored}
P2 	: 된다면서요 !!!!!!
P2 	: 존빡
P1 	: {share:photo}
P1 	: 뭐냐고ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 미친ㅋㅋㅋㅋㅋㅋ
P2 	: 어휴
P0 	: 난이제출발요
P1 	: 존나 욕나옴
P0 	: 도랏
P1 	: 운전 조심하소서
P2 	: 다른부서는 된대 ??
P1 	: 되는데도 있고 안되는데도 이ㅛ고
P0 	: ㄱ.러게
P1 	: 난리님
P0 	: 뭐그런...
P1 	: 존나 엉망
P2 	: 어휴
P1 	: 주말에 순간정전괴면서
P1 	: 허브에 문제가 생겼다는데 모를{emoji:…}
P2 	: 큰일이고요
P2 	: 일밀리는거 워쩔 ㅠㅠ
P1 	: 그러게ㅋㅋㅋㅋㅋㅋㅋㅋ 돌것슈
P1 	: 집 가고싶네 또
P2 	: 일을 하겟다는데
P1 	: 마째ㅠ
P0 	: 도라버려ㅠㅠㅠㅠ
P1 	: 벌또 도착?
P2 	: 아직 가나봥
P2 	: 요즘 일요일 아이스퀘어 차 막히나아 ??
P1 	: 안가본지 넘 오래돼서 모르겟너
P2 	: 큐ㅠㅠ 이번주 일요일에 음식 픽업하러 가야하는데 벌써 긴장됨
P2 	: 늦을까봐 ㅠㅠ 픽업시간 11시 될주 알고 12시로 초대장 돌렸는데
P2 	: 돌리고나서 더파티에서 11반이 젤 빠른 출고시간이라함 ㅠㅠㅠㅠ 존트 압박
P1 	: 11시에 가서 기다리다 총알같이 받아와야겟너
P2 	: 그러니께ㅠㅠㅠ
P2 	: 근데 그사이에 오시면 워쩌냐구요 ㅠㅠㅠ
P2 	: 오르신만 보내도 될지 걱정이쟈나
P1 	: 근데 그정도는 이해할거같쟈나
P1 	: 보내도 됨ㅋㅋㅋㅋㅋㅋ
P2 	: 그를까 ㅠㅠ
P2 	: 미리 좀 담아놓을랫는데
P2 	: 아후 벌써 스튜레스
P1 	: 존나ㅠㅠㅠㅠㅠ미쳤ㅠㅠㅠㅠ
P0 	: 11시에 출발해서
P0 	: 반에 픽업하고
P0 	: 바로출발하면 가능할듯
P1 	: 그걸 차려야해서 그런듯
P0 	: 아맞네 ㅎ
P1 	: 집 도착해서 차리기에 넘 하드
P2 	: 글쳐
P2 	: 12시 오시기 시작하는데 음식 없어봐
P0 	: 오르ㅛㅣㄴ을11시에보내야할듯
P2 	: 뭐라하실꺼같쟈나
P1 	: 12시반으로 수정ㄱ
P0 	: ㅇㅇ
P2 	: 넘 늦다하시는거 아니가 ㅠㅠ 큐ㅠㅠ
P1 	: 뭐 열두시네서 열두시반인데
P2 	: 아마 12시까지랫으니 11시반부터는.오실테니
P2 	: 12시 반이 낫겟지 그럼 12시부터 오시려나
P1 	: 그냥 한시로 해
P1 	: 그게 낫겟다요
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 아버님 점심시간 칼같으신분이신걸 .....ㅎ
P2 	: 그냥 오르신한테 가족 단톡방에 무조건 12시 이후로 오시라고 음식이 11시 반에 나와서 일찍 오시지 않으셔도 된다고 전해라고 해야겟다 ㅠㅠㅠㅠㅠ
P1 	: 12시도 아슬함
P1 	: 애매하게 한접시 담아ㅆ는데 올듯
P2 	: 글킨하져 ...ㅠㅠㅎㅎ
P2 	: 아님 성장동영상 만들고 보여주고
P2 	: 돌잡이 하고 시간좀 끌다 차릴까
P1 	: 번잡스러울둣ㅠㅠ 그냥 한시에 오라는게
	  베스트같너
P2 	: 아님 음식을 전날 받는건 ?!
P0 	: 픽업을땡길순없나
P0 	: 음식뭔데
P2 	: 전날 저녁에 받아서 고대로 냉장고 넣어놧다가
P2 	: 댑히면 안되려나
P1 	: 놉
P2 	: {share:photo}
P1 	: 맛ㅇㅣ 어쩧네 자쩧네
P2 	: 이런거
P0 	: 데피면 일이너무 많다
P2 	: 더파티 푸드박스요
P0 	: 모양도 흐트러지고
P1 	: 그냥 1시로 변경
P2 	: 모양은 어차피 접시에 따로 담을껴
P0 	: 12시반해도
P0 	: 될거같은데
P0 	: 갔다오면 12시
P1 	: 어차피 미룰거묜 여유잌ㅅ개 하는게 나음
P1 	: 1시로 하면 12시반에
	  옴
P2 	: 글쳐
P2 	: 미리들 오시니 ㅠㅠ
P0 	: ㅋㅋㅋㅋㅋ맞춰서 오셔야죠
P1 	: 그니까 한시로 변경하고 니도 여유있게 하고
P0 	: 그래
P0 	: 초대장 다시 보내
P2 	: 하씌 ㅠㅠ
P1 	: 어차피 12시반이나 한시나 미루믄거 똑같
P1 	: 12시반으로 미뤘는데 준비안돼면 그건 그거대로 자괴감ㅠㅠ
P2 	: ㅠㅠㅠㅠ 물론 준비는 전날 다 해놓고 당일 아침에는 음식만 차림되게 할껀데
P2 	: 참 ...증말 .... ㅠㅠ
P1 	: 애들 옷입히고 니도 준비해야할거 아녀
P1 	: 그시간도 무시 못함ㅠㅠㅠㅠ
P0 	: 초대장을 다시 맹들어요
P2 	: &name4&는 전날 할머니집이나 언니집에서 자라할라고
P2 	: 자고 일요일에 같이 넘어오라고 ㅋㅋㅋㅋ
P0 	: 굿ㅋㅋㅋㅋ
P2 	: 에효 ㅠㅠ
P2 	: 수정하러 갑니다 ㅠㅠ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ뭅뭅
P2 	: ㅠㅠㅠㅠ
P2 	: {share:photo}
P2 	: 고쳣따리
P0 	: 잘해쪙
P1 	: 잘했어 이게 젤 나아 서로를 위해ㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋ그래\
P2 	: 휴 ㅠㅠ
P0 	: 우당탕탕하는거보단 나을듯
P2 	: 할게못된다 ㅠㅠ ㅋㅋㅋㅋ
P1 	: 아 미친 올해 휴가 싹다 연차쓴다노
P2 	: 예 ??
P1 	: {censored}
P2 	: 뭐그런 그시발싸개같은 소리가 다잇니
P1 	: 맞제
P0 	: 연차없으면 그럼
P2 	: 와 그지발싸개라 할랫느데
P0 	: 휴가 못간다는말이가
P2 	: 자판이 알아서 욕적네
P2 	: ㅋㅋㅋㅋㅋ
P1 	: 마이너스 치겠지
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ난리고
P1 	: 미친거 아니가 진ㅁ자 졸라 소름;
P2 	: 휴가는 따로 주는게 당연한건데
P2 	: 연차라뇨
P1 	: 휴가 안가시바ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: 남들 휴가일때 회사와서 놀아야겠다 샹
P2 	: 회사 도라이네
P1 	: 존나 맨날 적자타령하고
P2 	: 사장 뭐하는 놈임
P0 	: 내가더적자다
P0 	: {censored}
P1 	: 존나 열받
P0 	: ㅂㄷㅂㄷ
P1 	: 회식 금욜 하기로 되어있었눈데
P0 	: 족같을듯
P1 	: 내일하자고 또;;;;;;;;;;;;;;
P1 	: 존나 목욜 족같을듯
P0 	: 둘중에하루만하면 돼지
P0 	: 2일이나해여하나
P2 	: 적자라면서 회식은 왜하세요
P0 	: 도라버려
P0 	: 그러게
P1 	: 아니 둘중에 하나함
P0 	: 술삾은안아까운가봄
P1 	: 난 금욜에 하고 싶은데 금욜에 하기로 해놓고
P2 	: 회식할돈으로 적자난거
P2 	: 메꾸등가
P1 	: 내일 하자고 하는거
P2 	: 또 애매하게 왜 목욜임
P1 	: {censored}
P2 	: 줠라 센스없네
P2 	: 알고 연차인가
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아니 금욜에 회식이라 내가
P1 	: 금욜에 쓰지마라고 과장한테 그랬는데
P2 	: 찌벌탱
P1 	: 수뇨일에 한다{censored} 존ㅁ박
P1 	: {censored}
P2 	: 어휴 퇴사간절
P0 	: 개열받ㅋㅋㅋㅋㅋ
P0 	: 거지같다이
P1 	: 어휴
P0 	: 개노답
P1 	: 쌉노답
P2 	: 휴가철에 다른 회사는 쉬어서 일도 없을텐데
P1 	: 휴가포기합니다
P2 	: 유도리가 없어요
P2 	: 줠라 쉬면서 해야 일할힘이 나는데요 ㅠㅠ
P2 	: 그지같다 증말
P1 	: 추석까지 존버
P2 	: 미챠 ㅠㅠ
P1 	: 회으ㅣㅠㅠㅠㅠ
P0 	: 찐이가
P0 	: 미친 악닥회사고
P1 	: 슈벌
P0 	: 하 덥다
P2 	: 듭네 이제 진짜 여름시작인듭
P0 	: 돕다 열받으니깐
P2 	: 님은 또 머슨일이에여
P1 	: 흐어 열난다
P2 	: 좀 잇음
P2 	: 정수기 이모 오신다능
P0 	: ㅋㅋㅋㅋㅋ기쪽쪽
P0 	: 내더워서
P0 	: 썬캡들고왔는데
P0 	: 쓸자신이옵네
P1 	: 썬캡요?
P1 	: 머선일
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 아빠 폼 잃어버린거
P0 	: 폰 제주도갔다가 잃어버린거 연락왔너
P0 	: {share:photo}
P1 	: 야 연락이오노
P0 	: 맞제
P0 	: 크으으
P0 	: 거의한달만
P0 	: 안사길잘했넠ㅋㅋㅋㅋ
P1 	: 안샀나
P1 	: 나 이제 인터넷됨
P0 	: 응 엄마예전폰쓰고있었음ㅋㄴㅋㅋ
P0 	: ㅊㅋㅊㅋ
P0 	: 바쁜교?
P1 	: 개바쁨
P1 	: 그게 문제
P1 	: &name3&는 정수기이모한테 잡힌거임?
P0 	: 그러게
P0 	: 존나쌔하다
P0 	: 밀양갈람
P0 	: 이제 출발해야할텐디
P1 	: 또 졸라 말하나봄
P0 	: 내가전화햐서 약속있는데 왜안나오냐고
P0 	: 쪼아볼까
P0 	: 불쌍한것...
P2 	: 어휴이제 가심
P1 	: ㄴ미틴
P0 	: 존나..왜그럼...
P1 	: 뭔데 진짜;
P0 	: 약속있다고하지
P1 	: 영업안하나
P0 	: ;;;;;
P2 	: 준비 1도 못해고요
P0 	: 개빡치너
P0 	: 님 받ㅇ아쥬지마여
P1 	: 원투데이도 아니고 아픙로 계속 그러겟지
P0 	: 약속있어서 나가야한다고 하지그랬어ㅠ
P2 	: 갑자기 안받아주기도 그르차나여
P2 	: 그러기엔 오르신도 안일어남
P2 	: ㅎ
P0 	: 안받아주는게아니라
P0 	: 약속있어서
P1 	: 일이 있어서 나가봐야한다고
P0 	: 니혼자나가든 같이나간든 약속있어서 나가야한다
P0 	: 하면돼죠ㅠㅠㅠㅠ
P2 	: ㅎ ...
P0 	: 나찐으로 전화할랬음
P2 	: 약속잇는거 아시는데도
P2 	: 안나가 ....
P0 	: 눼?
P0 	: 존나개민ㅍ0아니가
P1 	: 정수기 업체를 바꾸던가 해야할듯
P0 	: 약속있어서 나갈준비해야한다고
P0 	: 어
P1 	: 넘 심{censored}
P2 	: 신발신고도 5분 서잇엇음
P1 	: 롸
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 뭔데 지나ㅉ
P2 	: ㅎ
P2 	: 괜차나 6개월에 한번 뿐
P1 	: 딱 질색이쟈나
P2 	: 이제 6개월 뒤나 보겟찌
P2 	: 개듭너
P1 	: 난 뭐 와서 말걸고 이런거 시러함
P1 	: 적당히 하면서 담소쯤이야 하는데
P2 	: 그이모에겐 담소엿겟지
P2 	: 오늘 안그래도 얘기하시다가
P1 	: 못받아들임 나는
P2 	: 고객님한테는 별얘기를 다한다며
P2 	: 반응이 좋으시니까~
P1 	: 니가 잘 받아주나봄
P1 	: 누가보면 10년 단골인줄
P0 	: 그러게
P2 	: 그러시길래 네~ 저는.리액션 잘해요 ~
P0 	: 님;;;
P2 	: 그랫지 뭐
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 어우
P2 	: ㅠㅠㅠㅠㅠ
P0 	: 앞으로 올때마다
P0 	: 그런다진짜
P0 	: 어서준비해라
P0 	: 오늘가야지
P0 	: 씻으러가
P1 	: 그래 언제감 거기까지
P2 	: ㅋㅋㅋㅋㅋㅋ 진빠죠
P1 	: 11시인데
P0 	: 가는건 금방임
P2 	: 오르신도 안일어남
P1 	: 오르신 자고있겟지
P0 	: 30분이면 갈걸
P0 	: 어서깨우
P1 	: 깨워서 씻고 &name3& 주비하고 가야할거아녀
P0 	: 같이씻으라
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오늘도 그른느낌
P1 	: 왜 같이씻어;
P0 	: 시긴단축
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오늘갈라면
P0 	: 아님 애매하게갈바에 낼가는게나음
P1 	: 그 아줌마가 다햇노
P0 	: 말앖는게 존나쌔하더라
P0 	: 하 내가 다 스트레스고
P0 	: 앞으로 오는날 말해라
P0 	: 전화해서 쪼으겠음
P1 	: 나는 못참아..
P2 	: ㅋㅋㅌㅋㅋㅋㅋㅋㅋㅌ
P0 	: 나도...
P2 	: 오늘 선풍기랑 냄비까지 들고 오셧다구
P2 	: ㅠㅠㅠ
P1 	: 왜
P1 	: 준다고?
P2 	: 엉 사은품 ?? 느낌 ??
P1 	: 주는건 주는거고요;;;
P1 	: 전화가 더한거같음 나는
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 와서 뭐 어케 하는거야 분위기 휩쓸려서 어쩔 수 없었다해도 전화 두시간이 찐임
P2 	: 오르신도 듣고는 절친이냐고
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 기빨린다
P0 	: 벌써
P2 	: ㅎ
P2 	: 안마의자 영업하고 가심 ㅋㅋㅋㅋ
P0 	: ;;;ㄴㅎ답임
P0 	: 이친구 오늘 안갈삘
P2 	: 아냐 오르신이 12시 출발하자 그랫엇엉
P0 	: 11시반인걸요
P2 	: 근데 &name5&가 나랑 떨어지면 울쟈나 ...
P2 	: 잽힘
P0 	: 갈수있닠ㅋㅋㅋ
P2 	: 모루게따 ..ㅎ
P0 	: 어서준비해
P2 	: 사부작 해볼께요
P1 	: 개바쁠듯
P2 	: 아침부터 벙신 없네요
P2 	: 돌잔치 준비 걱정에다가 ㅎ
P0 	: &name3& 알고보면 재능인거아니가
P0 	: 상담사이런쪽
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그럴수도
P2 	: 대답봇인데요
P2 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 아~ 그렇구나~ 그죠~ 맞쬬~
P2 	: 그런거 ㅋㅋㅋㅋㅋㅋ
P1 	: 사람을 편안하게 해주는 매력이 있다며 
P2 	: 아 오르신도 어제 일찍 오려다 바빠져서 늦게왔든데 못 일어나는거같은데
P2 	: 걍 내일갈꺼
