# FILE DATA
ID : MDRW2100001611
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20201025
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>연인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 제출하는즁
P1 	: 다씻구 나왔당
P1 	: 이제 점심 먹어야징
P0 	: 오 조아조앙
P0 	: 나두 수업 다 끝나서
P0 	: &name13&이 만나가지구
P0 	: 택시타고 걸것 같옹
P1 	: 오옹
P1 	: 수업 듣느라 고생 많았습니당~
P1 	: {emoji}
P1 	: 배고프겠당 우리 애기!
P0 	: ㅋㅋㅋㅋㅋ빨리 먹고 시펑
P0 	: 꿔바로우도 먹을래잉
P0 	: 이번에도 메추리알 잔뜩 넣어야징~
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여워랑
P1 	: {emoji}
P1 	: 조아조앙!!
P1 	: 이번에도 맛있게 만들어서
P1 	: 먹구와용 ㅎ.ㅎ
P1 	: 지금 택시타구 가는중이려낭
P0 	: 내랴서 걸어가구 있어
P0 	: &name12&랑 &name13&이랑 셋이 논당
P0 	: {emoji}
P0 	: 아 뭔가 슬슬 배고팡
P0 	: 아침 먹고 와서 다행이당
P1 	: {emoji}
P1 	: 아항
P1 	: 점심 먹을때가 한참 지난시간이긴 하쥥
P1 	: 아침 안먹었으면 배고파 쓰러졌을거얌
P1 	: 잘챙겨먹었당 우리 애깅
P0 	: 구치구칭
P0 	: 나 이제 마라탕 다 담구
P0 	: 계산하고 왔옹
P0 	: 사람 진짜 많앙..
P0 	: 역시 여기 맛집 인가보ㅓ
P1 	: 오옹?!
P1 	: 우리 갔을때도 사람좀 있더닝
P1 	: 이시간에도 많넹
P0 	: 마자마장ㅇ
P0 	: 이시간에도
P0 	: 많을 줄 몰랐오
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {share:photo}
P0 	: 마라탕 나와서
P1 	: 헐
P0 	: 먹구 올겡!!!
P1 	: {emoji}
P1 	: 맛있게 먹구왕~~
P1 	: {emoji}
P1 	: {share:photo}
P1 	: 메추리알 둥둥
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 하트 뭐야 기여웡ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오늘 메츄리알 5개 정두 넣었오
P0 	: ㅎㅎㅎㅎ
P0 	: 아 배불러
P0 	: ㅠㅠㅠㅠㅠ
P0 	: 다 먹어서
P0 	: 애들이 코노 가쟤 갑쟈기....
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나랑 코노가서 불러줄 노래
P1 	: 연습하러가는건가 혹쉬??
P1 	: {emoji}
P1 	: {emoji}
P1 	: 헤헷
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나 안부르고
P0 	: 애들만 불러ㅎㅎ
P0 	: 나 오빠 앞 아니면
P0 	: 노래 안 부르잖아^^
P0 	: {emoji}
P0 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋ&name13&이가 이거 불러주면서 요즘 &name1& 상태 아니냐고
P0 	: 제목봨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: (이모티콘)
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {share:info}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 내 상태이기도 하징
P1 	: 지금도 &name1& 보고싶어서
P1 	: 눈물 흘리는즁
P1 	: {emoji}
P1 	: 또르륵
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 또르륵
P0 	: 울지망ㅠㅠㅠㅠ
P0 	: 금욜 생각하면서 화이팅{emoji:💗}
P0 	: 나 코노 다 부르고
P0 	: 명지대 사거리 근처에서
P0 	: 술 마실것같앙
P0 	: 이따 어디로 가는지 알려주께
P0 	: !!
P1 	: &name1& 예상이 맞았구만~
P1 	: 알겠습니다용!
P1 	: 명지대 사거리 근처면
P1 	: 그 마라탕집 근처였낭
P0 	: 우웅
P0 	: 그 마라탕 근처!
P0 	: 여기도 아무술집 있댕ㅋㅋㅋㅋㅋㅋ
P0 	: 어디 갈려낭
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 거기도 아무술집있엉?!!
P1 	: 완전 곳곳에 있넹
P1 	: 거긴 기억나는게 마라탕집밖에 없당..
P1 	: &name1&만 바라보고 가느라
P1 	: 주변에 뭐있었는지 기억도 안나는군
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나만 봐.
P0 	: {emoji}
P0 	: 코노 2곡 남았당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여웡
P1 	: {emoji}
P1 	: 코노도 거의 끝나가는구만~
P0 	: 넹
P0 	: {share:info}
P0 	: 여기루 간댕
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오홍
P1 	: 저기도 사람 엄청 많은가보넹
P1 	: 알겠습니당
P1 	: 이제 가고있겠군
P0 	: 도착얌
P0 	: 애들 다 배부르다 해서
P0 	: 메론반 파인애플 반 과일 안주 하나 시키구
P0 	: 기다리는즁~
P0 	: 너무 일찍 와서
P0 	: 손님이 우리밖에 없어
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {share:photo}
P0 	: 여기 분위기 대박이얌
P0 	: 샹들리에 가려져서 안 보이지만..
P0 	: 약간 갬성술집ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 절묘하게 가려졌구만!
P1 	: 테이블이랑 의자도
P1 	: 감성술집 분위기 풍기넹
P1 	: {emoji}
P1 	: 적당히 잘마시다 와용 우리 애깅
P0 	: 넹~~
P0 	: 계속 카톡 남기구 있을겡
P0 	: !!!
P1 	: 조아조앙~
P1 	: 아주 바람직하당{emoji:❤}
P1 	: {emoji}
P1 	: 과제 하나 끝내구
P1 	: 이제 마지막 과제 하는중이얌 나는!
P0 	: 오옹
P0 	: 과제 열심히 하구 있구만
P0 	: 난 지금 &name13&이 헤어질것 같아서
P0 	: 그거 얘기 듣고 있어가지구
P0 	: 톡 잘 못봐두 이해해죵 쟈기..{emoji:❤}️
P1 	: 헐
P1 	: 알겠옹..{emoji:❤}
P1 	: 기다리구 있을겡!!
P1 	: 지금 막 과제 다 끝냈당
P1 	: 캐시미션 하구 있어야쥥
P1 	: 빨래한거 정리하구 게임할랭..!!
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋ구랭!!!
P0 	: 난 각 1병씩만 하구
P0 	: 9시쯤 출발 할 것 같아!
P0 	: 구냥 지금 먹는거 까지만 마시구
P0 	: 다른곳으로 옮기겡
P1 	: 웅?!
P1 	: 2차 가는거얌?!
P0 	: ㅋㅋㅋㅋㅋㅋㅋ갈려구 했는데
P0 	: 애들이 한병 더 시켜놔서
P0 	: 그냥 여기서 안주 하나 더 먹기루 했옹
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 구래구랭!!
P1 	: 과일 하나로는 부족하긴 하징
P1 	: 난 이제 게임 해야겠따
P0 	: {share:photo}
P0 	: 난 전골 시켰엉
P0 	: 게임 잘 하구왕~
P1 	: 오옹
P1 	: 무슨 전골이얌?!!
P1 	: 샤브샤브 같이 생겼당
P0 	: 마쟝!!!
P0 	: 소고기 전골인가? 그거얌
P0 	: 역시 국물있는거 최고ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 속이 든든해져쒀?!
P1 	: {emoji}
P1 	: 맛은 어때용
P0 	: 맛있옹
P0 	: 근데 그냥 샤브샤브 집에서 먹는게 더 맛있을것 같은 느낌ㅎㅎ
P0 	: 뭔가 술집에서 마셔서 맛있게 느껴지는 그런..
P0 	: ㅎㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 식당에서 먹는건 못 따라가징~
P1 	: 아 우리 애기랑 샤브샤브 언제 먹으러가징
P0 	: 아 구니깐ㅜㅜ
P0 	: 먹을꺼 짱많오
P0 	: 나 &affiliation& 그만두면 다 먹으러가쟈앙
P1 	: 히히
P1 	: 조아조앙~~~
P1 	: 빨리 2주 다 지나가버려랑~~
P1 	: 아 &name1& 보고싶엉
P1 	: 힝
P0 	: 나두우 보고싶어ㅠㅠㅠㅠㅠㅠ
P0 	: {emoji}
P0 	: 힝...
P0 	: 카톡 들어가면 오빠랑 나랑 롯월에서 뽀뽀 하고 있어서
P0 	: 더 보고싶어..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여웡 ㅠㅠㅠㅠ
P1 	: 이따가 집갈때 전화해줭!!!
P1 	: 내일밤까지 보고싶은거 어떻게 참징
P1 	: 데리러 갈걸 그랬낭
P1 	: 힝..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 구니깐ㅠㅠㅠㅠㅠ
P0 	: 술 마시니깐 더 보고싶다는게
P0 	: 뭔말인지 알 것 같오.....
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 내가 그때 얼마나 보고싶었는지
P1 	: 알겠엉?!!!!
P1 	: {emoji}
P1 	: 이제 게임 그만해야겠다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 알겠엉....
P0 	: 나도 이제 슬슬 갈 것 같아용
P0 	: &name12& 친구 불러가지구
P0 	: 새로운 친구 늘어놨오...
P1 	: 오잉
P1 	: 그럼 네명이서 놀았던거얌?!
P0 	: 웅 한 9시 10분?? 이쯤에
P0 	: 우리가 슬슬 간다고 그러니깐
P0 	: &name12&가 다른 친구랑 더 마실려구
P0 	: 연락해서 불러가지구ㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 바로 달려왔넹 그친구
P1 	: 대단하군
P1 	: 으음
P1 	: 배가 안고프징 왜
P1 	: 그냥 양치만 해야겠당
P1 	: 저녁 먹기에도 늦었넹
P0 	: 맞아.. 늦게 먹는게 더 안 좋앙
P0 	: 나도 이제 계산하고 나간당!!!
P0 	: &name13&이가 사준다고 그래소
P0 	: 얻어 먹고 갑니당~^^
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 잘먹구 나왔넹 우리 애기~
P1 	: 조심히 들어가용
P1 	: 밤되어가지구 엄청 춥겠당
P0 	: ㅋㅋㅋㅋㅋㅋㅋ&name13&이가 택시 태워준다구 해서
P0 	: 지금 택시타고 가는 중 입니당~
P0 	: {share:photo}
P0 	: 두둥
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 두두둥
P1 	: 귀여워랑
P1 	: {emoji}
P1 	: 우리 애기 따뜻하게 들여보내도 주고
P1 	: 아주 좋은 친구구만?!!
P1 	: 금방 갈수있겠넹!
P1 	: 조아조앙~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 거의 다 왔당
P0 	: 역시 택시ㅎㅎ
P0 	: &name13&이한테 오빠 톡 보내주니깐ㅋㅋㅋㅋㅋㅋㅋ
P0 	: &name1&를 위해서라도 퇴사 절대 안 한다고
P0 	: 맨날 택시태워서 보내주겠대ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 내랴서 집 가는즁이당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: 아주 조앙~
P1 	: 얼른 집들어가서 씻구
P1 	: 푹쉬엉!!!
P1 	: 난 캐시미션 하는중인뎅
P1 	: 사진 분류하는거 슬슬 끝물인가봥..
P0 	: 할 끝물이라고????
P0 	: 그 꿀 미션이
P0 	: 끝물이라니...
P0 	: 안돼ㅠㅠ
P0 	: 나 집 도착인뎅
P0 	: 화장실에 누가 씻구 있어서
P0 	: 기다리는즁야
P1 	: 오옹
P1 	: 고렇구만!
P1 	: {emoji}
P1 	: 씻구 잘준비하면 11시 넘겠당
P0 	: 웅..
P0 	: 나 이제 씻구올겡~
P1 	: 알겠습니당~
P1 	: 씻구오세용!!!
P1 	: 기다리구 있을겡
P1 	: {emoji}
P0 	: 잘쟈 쟈기
P0 	: {emoji}
P1 	: 웅웅!!
P1 	: 화장실갔다가 물마시구 왔당
P1 	: 나두 이제 잘겡
P1 	: 우리 쟈기도 잘자용~
P0 	: {emoji}
P0 	: 나 왜
P0 	: 지금 눈 떠지지..
P0 	: 감정태킹한거
P0 	: 들어왔당
P0 	: 근데 하나 불통이얌
P0 	: 16:9 비율로 안 했다고....
P1 	: 헐
P1 	: 술마셨다고 또 못잤구나
P1 	: 큰일났네 오늘..
P1 	: {share:photo}
P1 	: 잉
P1 	: 다 통과됐당
P1 	: 헤어스타일도 건당 만원으로 올라서
P1 	: 차액 들어온다했는뎅
P1 	: 언제 주려낭
P0 	: 헉 대박
P0 	: 헤어스타일도 통과됐어???
P0 	: 대박이군~
P1 	: {share:file}
P1 	: {share:file}
P1 	: 어제랑 오늘꺼당 ㅎ.ㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나두 이제 밥 먹어야게따
P0 	: 그냥 부침개만 부쳐서 먹을랭..
P1 	: 힉
P1 	: 구래구랭
P1 	: 부침개라도 잘챙겨 먹어용!!
P1 	: 난 이따가 밥먹을랭..
P0 	: 부침개 하나만 먹어두
P0 	: 배가 창..
P0 	: 좀 이따 씻어야짐~
P1 	: 벌써 다먹구와쒀?!
P1 	: 완전 빠르군
P1 	: 쉬다가 씻으러강 애기!!
P1 	: {emoji}
P0 	: 이제 씻구올겡!!
P1 	: 넹~~
P1 	: 다녀 오세용!!
P0 	: 아 근뎅
P0 	: {share:photo}
P0 	: 이거 유튜브 이런식으로 나오면
P0 	: 뭐지 내 폰이 이상한건가...?
P0 	: 모든 영상이 다 저래ㅠㅠㅠㅠㅠ
P1 	: 아
P1 	: 지금 유튜브 자체가 오류랭
P1 	: 서버 문제라구 전부 다 안된다 그러더랑
P1 	: 네이버에도 떴오
P0 	: 헐
P0 	: 어쩐지
P0 	: 아까부터 계속 이상하더랑,,
P0 	: ㅠㅠ
P0 	: 언제 고쳐줘... 나 크리스마스 캐롤 듣고 싶은데
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이제 크리스마스 분위기 내는거얌??
P1 	: 금방 고쳐지겠징~
P1 	: 아 빨리 &name1&랑 파티룸가구싶당
P1 	: 수업 하나 끝내서
P1 	: 이제 밥먹으려궁!
P0 	: 오옹
P0 	: 나두 준비 다 해서
P0 	: 50분쯤에 나갈거얌
P0 	: 유튭다시 된당!!!
P0 	: 캐롤 들으면서 가야겠엉
P0 	: 나도 빨리 크리스마스ㅜㅜㅜㅜㅜ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 준비 다 끝냈구만~
P1 	: 이제 크리스마스까지 한달정도 남았당!!
P1 	: 룰루~
P0 	: 시간진짜 빨라ㅠㅠ
P0 	: 난 이제 출발이다...
P1 	: 안돼...
P1 	: 안돼애ㅐ!!!!!!!!!!!!
P1 	: 오늘 시간 빨리 지나갔으면..
P1 	: {emoji}
P0 	: 힝
P0 	: 진짜 어떤시간보다 빠르게 지나가야대
P0 	: ㅠㅠ
P1 	: 오늘도 화이팅이얌 여보
P1 	: 오늘만 다녀오면
P1 	: 이제 진짜 알바갈 날짜 얼마 안남아가니깐
P1 	: 힘내서 다치지말구
P1 	: 조심히 다녀와용{emoji:❤}
P1 	: 밤에 꼭 안아줄겡!!!
P1 	: 난 이제 밥 다먹어서 두번째 강의
P1 	: 출석체크했당
P0 	: 그것만 들으면 오늘 강의도 끝이넹!!
P0 	: 진짜 다음주만 버티면 된다..
P0 	: {emoji}
P0 	: 나도 내려서 버스 기다리는즁야
P1 	: (이모티콘)
P1 	: 오늘도 여유롭게 도착하겠넹~
P1 	: {emoji}
P1 	: 조아조앙
P1 	: 지금쯤이면 버스도 다시 탔으려낭!
P0 	: 웅!!! 버스타고 가는중이당
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 쟈깅..
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅍ
P1 	: 슬퍼보영..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P0 	: 씐난당,,
P1 	: 내가 진짜 15일까지로
P1 	: 강력하게
P1 	: 제안했어야했는뎅
P1 	: 그때 이&name2& 머했어!!!!!!!!!!
P1 	: {emoji}
P1 	: 혼나야됑 아주
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {emoji}
P0 	: 나두 이써
P0 	: 뺨 때리는거ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 저건 좀 많이 아파보영..
P1 	: 내 뺨은 안됑..
P1 	: 헐
P1 	: 지금 수업하는거
P1 	: 학교에서 시험본댕
P1 	: 와웅..
P1 	: 올해 처음이자 마지막으로
P1 	: 학교가게 생겼넹
P0 	: 헐랭
P0 	: 완전 오랜만에 학교가서
P0 	: 감회가 새롭겠군ㅎㅎㅎㅎ
P0 	: 그럼 12월 초 중순 쯤에 가나??
P1 	: 옹
P1 	: 마쟝
P1 	: 12월 8일에 시험본댕
P1 	: 근데 코로나 또 많이 늘어나면
P1 	: 비대면으로 돌릴수도 있다던뎅
P1 	: 과연
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋ코로나..계속 백명 넘던데....
P0 	: 힝
P0 	: 난 옷도 다 갈아입구 왔옹..
P0 	: 진짜 올해 오빠 학교 보다 우리학교 온게 훨씬 많앜ㅋㅋㅋㅋㅋ
P0 	: 근데 오늘 &affiliation& 일 하는 사람 별로 없다고 그랬자나
P0 	: 그래서 지원 동수원에서 왔엌ㅋㅋㅋㅋㅋ
P0 	: 동수원 캡님 분들와서 일 하고 계신다앙..
P1 	: 우리 애기 데리러 더 많이 가야징 ㅎ.ㅎ
P1 	: 오옹..
P1 	: 아 오늘 안바쁘길 계속 빌고있을게
P1 	: 제발
P1 	: 제발제발제발
P1 	: 우리 &name1& 안힘들게 해주세요..
P1 	: 너무 보고싶구 애틋해 여보얌
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나두우
P0 	: 아직 시작도 안 했는데
P0 	: 빨리 끝났으면 좋겠다
P0 	: {emoji}
P1 	: 얼른 휴게시간 되구
P1 	: 또 퇴근시간 됐으면 좋겠엉!!
P1 	: {emoji}
P0 	: {emoji}
P1 	: 여보얌
P0 	: 웅??
P1 	: 몇시에 들어가야됑??
P0 	: 나 57분 쯤 들어강
P0 	: {emoji}
P1 	: {emoji}
P1 	: 우리 애기 목소리 들어서
P1 	: 너무 좋당!!!
P1 	: 화이팅 여보!{emoji:❤}
P1 	: 옹?!
P1 	: 휴게시간이야??
P1 	: 아 읽고 간거였구나
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 휴게얌!!!!
P1 	: 오옹
P1 	: 휴게 맞았쒀?!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오늘은 되게 일찍 쉬넹
P1 	: 1시부터 2시인건감
P0 	: 마자마자
P0 	: 2시까지!
P0 	: 근데 40분쯤에
P0 	: 휴게라 했는데
P0 	: 1시에 휴게라고 해서
P0 	: 톡 보다가
P0 	: 다시 투입했오
P1 	: 아항~
P1 	: {emoji}
P1 	: 뭔가 했었당
P1 	: 쟈기 그럼 지금 밥 먹는중인가용
P0 	: 웅!!!
P0 	: 밥 먹는즁이당~
P0 	: {share:photo}
P0 	: 먹고올겡!
P1 	: 앗
P1 	: 알게쒀~
P1 	: 맛있게 먹구왕!!!
P1 	: 기다리구 있을겡{emoji:❤}
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여워랑 ㅎ.ㅎ
P1 	: {emoji}
P1 	: 사랑해 &name1&!!
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: 뭔가 이렇게 보내니깐
P1 	: 되게 울컥해
P1 	: 눈물나온당..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 바부얌!
P1 	: {share:file}
P1 	: 이거 들으면서
P0 	: 이제 슬슬 들어가 볼겡 이따봐{emoji:❤}️
P1 	: 알겠오!!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 힝
P1 	: {emoji}
P0 	: 이거들으몀서 기다리고 있겡???
P1 	: 웅웅!!!
P0 	: 알겠오{emoji:💕}
P1 	: 사랑하구 이따가 보쟝!!{emoji:❤}
P1 	: 우리 &name1& 목소리 예쁜것봥..
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: 다씻구 나왔오
P1 	: {share:photo}
P1 	: 다시 미션 충전될거랭!!
P1 	: 아직 많이 남았나보당
P1 	: {share:photo}
P1 	: 이제 출발입니당~
P1 	: 사진 미션 충전됐당 ㅎ.ㅎ
P1 	: 바로 하는즁이얌
P1 	: {share:photo}
P1 	: 우리 애기 편할때 정하면 된당 ㅎ.ㅎ
P1 	: 무조건 우리 공주님 우선이쥥
P1 	: {share:photo}
P1 	: 코노 도착입니당!
P1 	: 이제 다부르고 나가용~
P1 	: 피자몰로 갑니닷
P1 	: 피자몰 도착이에용~
P1 	: {share:photo}
P1 	: 다먹구 나왔오
P1 	: 이제 피방 가려궁!!
P1 	: 3시간만 참으면 우리 애기도 끝난당
P1 	: ㅠㅠㅠㅠㅠㅠ
P1 	: {share:photo}
P1 	: 도착이얌!!
P1 	: 아 빨리 &name1& 보고싶오..
P1 	: &affiliation& 사람 별로 없게 해주세요옹..
P1 	: 제발..
P1 	: 이제 30분 남았당!!!!
P1 	: 피방나와서 빽다방 가구이쒀!
P1 	: 더워서 구냥 엘베앞에서 기다리려궁!
P1 	: 도착해서 기다리는즁
P1 	: {emoji}
P0 	: 나 퇴근이용!!!!
P1 	: 우웅~
P1 	: 애깅 조심해서 왕!
P1 	: ㅎ.ㅎ
P1 	: 꺄아아앙
P1 	: 보고싶어!!!
P1 	: 나 심장 두근대
P1 	: 미칠거같앙
P1 	: 호흡도 빨라져
P1 	: 우리 애기 너무 고생많았구
P1 	: 얼른 씻고 푹 쉬어용{emoji:❤}
P1 	: 난 이제 버정 도착했는뎅
P1 	: 지금 바로 34-1왔오!
P1 	: 탔당~
P0 	: 히히
P0 	: 고마워 오늘도{emoji:❤}️
P0 	: 나도 손씻고 옷 갈아입구 왔당
P0 	: 마저 마시구 씻고와야징..
P1 	: 사랑해 쟈깅~{emoji:😘}
P1 	: 구래구랭!
P1 	: 다마시구 개운~하게 씻고와용!
P1 	: 우리 애기 업고서 집 데려다주니깐
P1 	: 먼가 설렌당
P1 	: ㅎ.ㅎ
P1 	: {emoji}
P0 	: 나 이제 씻구올겡..!
P0 	: 설레~?ㅎㅎ
P0 	: 앞으로 더 설레게 해 줘야게따ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 조아조앙!!
P1 	: 더 설레게 해죠 ㅎ.ㅎ
P1 	: {emoji}
P1 	: 잘씻구와용 우리 애깅~
P1 	: {share:photo}
P1 	: 이제 내려서 걸어갑니다앙
P1 	: 나두 집도착해서 씻구올겡!!
P0 	: 웅!!!
P0 	: 나도 머리 말리구
P0 	: 피피티만 만들랭 오늘..
P1 	: 피피티 만드는것도
P1 	: 정말 대단행 쟈기
P1 	: {emoji}
P1 	: 잘준비 다하구
P1 	: 우리 애기 기다리구 있을겡!!
P0 	: 알겠옹
P0 	: 좀 만 기다려~
P1 	: 웅웅~!!
P1 	: 준비 다하구 침대에 누웠당!
P1 	: 웹툰보고 캐시미션하면서
P1 	: 여보 기다리구 있을겡~!
P1 	: {emoji}
P1 	: {share:file}
P1 	: 푹자구 일어낭!!!
P1 	: {emoji}
P1 	: 악
P1 	: 지금 저절로 눈떠졌엉
P1 	: 이젠 9시 넘어서까지 잘수가 없넹
P1 	: 난 이제 씻구올겡
P0 	: 나도 일어났옹
P0 	: 10시 반에 씻으러가야게따
P1 	: 우리 애기도 일어났구만~
P1 	: 컨디션 괜찮앙?!
P0 	: 웅!!!!!
P0 	: 괜차낭{emoji:🥰}
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: 정말 다행이당 쟈기얌
P1 	: {emoji}
P1 	: 오예~
P0 	: ㅋㅌㅋㅋㅋㅋㅋㅋㅋ나두 씻구 올게용{emoji:‼}️
P1 	: 넹~~
P1 	: 머야
P1 	: 버스시간 이상하당
P1 	: {share:photo}
P1 	: 47분꺼 타야겠는뎅..?!
P1 	: 오옹
P1 	: {share:photo}
P1 	: 13분타러 간드아~~
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋ알겠오!!
P0 	: 나도 씻고 나와서
P0 	: 이제 준비즁~
P0 	: 아 배고팡
P0 	: 빨리 땀땀 머거야대
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 바로 달려가쟛!!!
P1 	: 나두 얼른 먹고싶당
P1 	: {emoji}
P1 	: 이제 34번 곧 탑니당
