# FILE DATA
ID : MDRW2100047114
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210104
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>연인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: ㅎㅎㅎ
P1 	: 저 화면에 들어가서
P1 	: 바코드 찍을수 있는 기한이 10분인거 같앙
P1 	: 그 QR코드 찍는것도
P1 	: 시간 제한있는것처럼!
P0 	: 아
P0 	: 오!!!!!
P0 	: 그런거야???
P0 	: 아 그러넹
P1 	: 우웅
P0 	: 그렇군
P1 	: 지금더
P0 	: 대박
P1 	: 10분차이날걸?!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오....
P1 	: 아 이렇게 추리하니깐
P1 	: 방탈출 하고싶따..
P0 	: 나 내일까지 인줄 알아써
P0 	: 앜ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 언제행ㅠㅠㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나울어...
P1 	: 규니깐..
P0 	: 뿌앵
P1 	: 난 애기 달래주고읶오..
P1 	: 뚝!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 애기랑 공포 테마로
P1 	: 같이 하고싶따
P1 	: 딱붙어가지구 하겡 ㅎ.ㅎ
P0 	: 난 19금ㅎㅎ
P1 	: 듀근두근
P0 	: ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
P1 	: 앗
P0 	: 앗
P1 	: 조앙
P0 	: 찾아봐야징
P1 	: 조앙!!!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그러고 바로
P1 	: 방빌려서 가면 되는거얌??
P1 	: ㅎ.ㅎ
P1 	: {emoji}
P0 	: {share:photo}
P0 	: 하나 찾아따
P1 	: 우왕
P1 	: 어디있는거얌 쟈기?!
P0 	: 저거 홍대!
P0 	: 다른곳도 되게 많은고 같앙
P0 	: {share:url}
P0 	: {share:info}
P0 	: 이것두 있당
P0 	: 여긴 강남!
P0 	: 근데 여긴
P0 	: {share:photo}
P0 	: 수위가 별로 안 쎄댕..
P1 	: 엣
P1 	: 더 쎈곳으로 찾아볼겡 쟈기!
P1 	: 나두 계속 찾아보는쥬웅
P1 	: ㅎ.ㅎ
P1 	: 많긴 많당
P1 	: 신기하군
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 어우 정신없어
P0 	: 뭔가 방탈출은 핸드폰 못 가져 가니깐
P0 	: 사진 같은게 없구
P0 	: 다 설명이라서
P0 	: 읽는게 넘 힘들어,,
P1 	: {share:info}
P1 	: 장난아니라는뎅
P1 	: 신림이당..
P1 	: 힝
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 진쨔 사진으로 봐야 딱 아는뎅
P1 	: 끄아앙
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 후...
P0 	: 찾기 어렵구만
P1 	: 강남이 그나마 제일 무난한건감
P1 	: 으훔
P1 	: 애깅
P1 	: {share:photo}
P1 	: 이거 머야!!!
P1 	: {emoji}
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 애기 왜 혼나ㅠㅠ
P0 	: {emoji}
P0 	: {share:photo}
P0 	: 나 불러쪄?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ???:내 장래희망 저 머리상태로 돌아가기
P0 	: ㅠㅠㅠ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 기여웡
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 볼따구 먹고시따
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 내일 먹어주랑 ㅎ.ㅎ
P1 	: {emoji}
P1 	: {emoji}
P1 	: {share:info}
P1 	: {share:file}
P1 	: 전화 오래해서 좋았당 ㅎ.ㅎ
P1 	: 울 애기 잘자구 일어나세용{emoji:💕}
P1 	: {emoji}
P0 	: 힝
P0 	: 갑자기
P0 	: 잠에서 깨바럈너
P0 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P0 	: 뭐지...
P0 	: 잘자다가
P0 	: 오빡생각 뽝 나더니
P0 	: 일어났오...
P1 	: 잉?!
P1 	: 쟈기쟈기
P1 	: 나두 애기 생각나서
P1 	: 지금 깼는뎅..?!!
P1 	: 애기 다시 잘자구이쒀?!
P1 	: 우리 모야
P1 	: 서로 자면서까지 사랑하자나
P1 	: {emoji}
P1 	: 애기 보고싶따..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나두 보고시퍼ㅠㅠㅠ
P0 	: 구래서 다시 자구
P0 	: 디금 인났당
P0 	: {emoji}
P1 	: {emoji}
P1 	: 나두 다시 잤옸오
P1 	: 진동소리에 지금 깼당 ㅎ.ㅎ
P1 	: 애기 잘잤어용?!
P0 	: 앜ㅋㅋㅋㅋㅋㅋㅋ지금 깼엉??
P0 	: 애기 잘 잤당
P0 	: ㅎㅎㅎㅎㅎㅎ
P0 	: 쿠키런 하는즁얌
P1 	: {emoji}
P1 	: 잘잤다니 다행이군!!
P1 	: 나두 이제 일어났으니
P1 	: 쿠키런 할래잉 ㅎ.ㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나 뱀파
P0 	: 상위11.5 얌 쟈기ㅎㅎㅎ
P0 	: {emoji}
P1 	: 오옹
P1 	: 대박인뎅?!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여웡 ㅎ.ㅎ
P1 	: 계속 뱀파이어하더니
P1 	: 완전 많이 올렸구만~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ10퍼 안에 든당
P0 	: !!!!
P0 	: 오빠 이제 11시당
P0 	: 슬슬 밥먹어야대
P1 	: 앗
P1 	: 나 20분에 먹으러 갈래잉
P1 	: ㅎ.ㅎ
P1 	: 아직 쿠키런 경기도 못했따..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 디금 경기 하는즁야?
P0 	: 근데 나도 별로 배가 안 고파..
P0 	: {share:photo}
P0 	: 오빠가 들으면 배시시 웃겠다ㅋㅋㅋㅋㅋㅋ
P1 	: 퀴즈 풀고있었오!!
P1 	: 근데 쿠키가 없는게 있어서
P1 	: 다 못푼당..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 화냈댕
P1 	: 귀여워랑..
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나도 근데
P0 	: 어렸을때
P0 	: 아빠랑 결혼한다고
P0 	: 그랬었어.....
P0 	: ㅎㅎ
P0 	: 밥 먹어야징
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이젠 나랑 결혼해야지 여보
P1 	: {emoji}
P1 	: 나두 슬슬
P1 	: 밥먹으러 일어나야게따!!
P1 	: 애기한테 오전중에 밥먹겠다구
P1 	: 약속했었으닝
P0 	: 엄마가...
P0 	: 갈아둔거 마시구
P0 	: 기다리래..
P0 	: 이따 12시 좀 넘어서
P0 	: 언니 오니깐
P0 	: 비엔나 소세지 해준댱
P1 	: 힉
P1 	: 우리 애기 배고픈거 아니얌?!
P1 	: 비엔나 소세지
P1 	: 먹구싶다 나둥..
P1 	: 난
P1 	: {share:photo}
P1 	: 굴넣구 끓인 만두국에
P1 	: 김밥 먹는당!
P0 	: 헐 오빠가 좋아하는데 굴 만둣국이다!!!
P0 	: 맛있게 잘 먹구왕
P0 	: 엄마 지금 통화중이라소
P0 	: 음식도 안 하구 이썽...
P0 	: 배 그렇게까지 안 고팡
P1 	: 헉
P1 	: 울 애기 밥먹으려면
P1 	: 좀 기다려야겠넹 ㅠㅠㅠㅠㅠ
P1 	: 난 다먹구와쒀 쟈갸!!
P0 	: 오
P0 	: 잘 먹구왔넹!!
P0 	: 마쟈 난 기다려야하는데..
P0 	: 언제 오려낭
P1 	: 아직도 배는 별로 안고팡?!
P1 	: {emoji}
P0 	: 웅!
P0 	: 배 별로 안 고팡
P0 	: 온제와앙아ㅏ아아ㅏㄱ
P0 	: 와
P0 	: 로또 당첨 되구 싶가
P0 	: 오 왔당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 갑자기 당첨되고싶어졌오?!
P1 	: 누구 당첨된 뉴스라두 봤나용
P0 	: 아닝... 유튭에서 그냥 봤어,,
P1 	: 당첨된거 나왔낭
P0 	: {share:photo}
P0 	: 이겅
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 언니 와서 이제 밥 먹으러강겡
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 알겠오~
P1 	: 맛있게 먹구왕 쟈기!!
P1 	: 난 미리 샤워하구 올게용 ㅎ.ㅎ
P1 	: {emoji}
P0 	: 웅!!!
P0 	: 난 좀 이따
P0 	: 웅아해야게써
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 난 응아도 하구
P1 	: 샤워도 하고왔엉..
P1 	: 히힛
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 저 부끄러워 하는
P0 	: 라이언은 뭐얏ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 난 이제 간당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 알겠습니다앙~
P1 	: 울 애기도 응아 잘하구와용!
P0 	: 다 쌋오
P0 	: 30분에 씻을랭(๑°꒵°๑)·*{emoji:♡}
P1 	: 힉
P1 	: 벌써 다싸구왔다궁?!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 대박이당
P1 	: 완전 빨랑 애기
P1 	: 오늘은 3시에 딱 맞춰서 가도록 하겠슘당
P1 	: 이제 머리 말리구 미리 준비해놔야징
P1 	: {share:photo}
P1 	: 이거하면 나도 돈주낭..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나두 저거 왔는데
P0 	: 다 무시해써..
P0 	: 뭔가
P0 	: 신뢰가 안가...
P0 	: 다 광고같애,,
P0 	: {share:photo}
P0 	: 이런겅,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 다 광고징!!
P1 	: 다단계가 사이버로 옮겨온거얌
P0 	: 할 진쨔야?
P0 	: 저거 다단계야??
P1 	: 웅?!
P0 	: 응???
P1 	: 거의 그렇제 않을까
P1 	: 싶은거징
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 시스템은
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 비슷하니깐..
P0 	: 와우.....
P0 	: 하긴 이사람 저사람 한테 다 가서
P1 	: 마쟈마쟝
P0 	: 뷰티모델 한다고 할때부터
P0 	: 이상해
P1 	: 상품 돌리고
P0 	: 무슨 인스타 셀럽도 아니고
P0 	: 일반인한테 해 봤자 뭔 도움이 된다구..^^
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 구니깐~
P1 	: 저런 근거 없는거는
P1 	: 걸러야됑
P1 	: 난 준비다하면 쉬다가
P1 	: 2시쯤 출발해야게따
P0 	: 잉? 2시면 넘 빨리 도착하는고 아냐??
P0 	: 난 씻을겡
P1 	: 웅 잘씻구와용~
P1 	: 하긴 그렇징..?!
P1 	: 2시좀 넘어서 가야게따
P1 	: 파운데이션 진쨔
P1 	: 너무 만족스럽당
P1 	: 하아
P1 	: 우리 애기 최고얌!!!!
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 너무 만족스러웡??
P0 	: 다행이당
P0 	: 좋은거 잘 골랐구만
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 난 우리 애기가 조앙{emoji:❤}
P1 	: {share:photo}
P1 	: 34번타구 가려궁!
P1 	: 슬슬 출발해야게따
P0 	: 오
P0 	: 조아조앙
P0 	: 알겠오~
P0 	: 나도 이제 머리 말리구
P0 	: 준비할겡
P1 	: 우웅!!
P1 	: 준비 잘하구이쒀~
P1 	: {emoji}
P1 	: 지금 버스탔당 쟈걍!!
P1 	: 우리 애기한테 달려가는쥬웅
P1 	: 꺄항
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 꺄항
P0 	: 난 이제 고데기하규
P0 	: 렌즈끼면
P0 	: 끝이다아앙
P1 	: {emoji}
P1 	: {emoji}
P1 	: 준비 거의 다해가는구만~
P1 	: 룰루~
P0 	: 나 나간당
P0 	: !!!!
P1 	: 오옹
P1 	: 완전 순식간에 준비해서
P1 	: 딱맞춰나오넹?!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여웡
P1 	: 오늘도 어제처럼
P1 	: 조심히 달려와서 안겨 쟈깅!
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋ온당!!
P1 	: {emoji:❤}{emoji:💕}{emoji:💗}
P0 	: {share:photo}
P0 	: {share:photo}
P1 	: 에이 4정류장이나 남았당 쟈기!
P1 	: 이제 얼른 응아하구
P1 	: 푹 쉬엉~
P1 	: 나두 고마웠어 &name1&얌
P1 	: {emoji}
P1 	: 34번타구 출발입니닷!
P0 	: 힝ㅠㅠㅠㅠ 쟈기 피씨방에서 부터 기분 너무 안 좋아 보여서 걱정했오.. 조심히 잘 들어가구 오늘 가족들한테 잘 해줘서 넘 고마웡 사랑해{emoji:❤}️
P1 	: 나두 사랑해 우리 애깅~~~{emoji:❤}
P1 	: 당연히 해야할일을 했을뿐이당 ㅎ.ㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 으움
P1 	: 아까 &name1&한테 혼나구 의기소침 해졌던건뎅
P1 	: 그래서 그렇게 보였던건가봥 쟈기
P1 	: 걱정 안해두됑 ㅎ.ㅎ..
P0 	: 웅????
P0 	: 뭐??
P0 	: 뭔데???
P1 	: 머강?!
P0 	: 내가 막 혼냈어....?
P1 	: 웅
P1 	: 애기 응아즁이얌?!
P0 	: 뭐라 혼내써.. 미안해,,
P0 	: 다 했오
P1 	: 히히
P1 	: {emoji}
P1 	: 요플레 맛있게 먹구왕 울 애깅~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ엄청 걱정했넹!
P0 	: {share:photo}
P0 	: 복숭아 맛 먹는당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ나두 걱정했다궁~
P1 	: 오옹
P1 	: 우리 애기의 응아 비결인감
P1 	: 두둥
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ두둥
P0 	: 이런거 잘 챙겨먹어야댕
P0 	: 벌써 하나 뚝딱얌
P1 	: 왕
P1 	: 완전 빠른데용?!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 요플레 마지막으로 먹은게
P1 	: 군대여쒀 나눈..
P0 	: 할 진짜????
P0 	: 완전 오래됐넹...
P0 	: 대박
P0 	: 요플레 별로 안 좋아해??
P1 	: 아니아닝!!
P1 	: 먹으면 맛있게 먹는뎅
P1 	: 딱히 먹을일이 없었오..
P1 	: 나 요구르트는 진짜 완전 좋아하는뎅
P1 	: 어릴때 닥터캡슐
P1 	: 엄마 마트 가는거 따라가면
P1 	: 항상 하나만 사달라고 그랬옸당
P1 	: 왕
P1 	: 갑자기 떠오르넹
P0 	: {share:info}
P0 	: 앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 하나만 사달라해써???
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 기여웡
P0 	: 내가 많이 사줄겡!!!!
P0 	: 나 이제 렌즈 빼구
P0 	: 씻어야게따
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 역시 우리 애기가 최고당!!!!
P1 	: {emoji}
P1 	: 조아조앙
P1 	: 얼른 씻구와용 쟈기~
P1 	: 나두 이제 버스 내령!
P1 	: 집도착해서 샤워하고 오겠숨당{emoji:😘}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ오빠두
P0 	: 응아하구 씻낭??ㅎㅎㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ잘 씻구와!
P0 	: 난 오랜만에
P0 	: 팩 해야게썽
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오늘은 응아 안하구
P1 	: 바로 씻구왔오 쟈걍!!
P1 	: 애기 팩 다했겠당~
P1 	: {emoji}
P0 	: 오빠 아까 응아 마렵다 했자낭ㅠㅠ
P0 	: 왜 안 했오!
P0 	: 난 6분 뒤에
P0 	: 팩 씻어야댕
P1 	: 그 응아
P1 	: 잠들어서 내일 아침에
P1 	: 인사하러 나오겠댕..
P1 	: 안나와따
P1 	: 팩 몇분동안 해야하는거얌 애깅?!
P0 	: 잌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이거
P0 	: 20뷴!
P0 	: 아까 머리 말리구 해서
P0 	: 좀 늦었나보당
P0 	: 1분 남아따
P1 	: 아항~
P1 	: {emoji}
P1 	: 이제 씻고있겠구만~
P1 	: ㅎ.ㅎ
P1 	: 난 머리 다말리그
P1 	: 이제 침대에 누워쒀!!
P0 	: 나도 이제
P0 	: 침대에 누워따!!!!
P0 	: 와 팩하면서 캐시미션 했는데
P0 	: 220원 밖에
P0 	: 못 벌었어.....
P1 	: 헐
P1 	: 그렇게 꿀은 아니구낭..
P1 	: 쳇
P1 	: 그 sns사진분류하기는
P1 	: 또 안나오나아아ㅏㅇ앙
P0 	: 아 그니깐ㅠㅠㅠ 그겅류 거의
P0 	: 10만원 벌었는데...
P0 	: 사진 찍는것두ㅠㅠㅠㅠㅠㅠ
P0 	: 제발 빨리 나오세욘
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그런것들도
P1 	: 이제 슬슬 쏟아져 나오겠징 ㅎ.ㅎ
P1 	: 일해라 캐시미션아!!
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ일해라 캐시미션아!!!!
P0 	: 1월 중순이 넘어가고있는데
P0 	: 아직두 안 나오다니...!!!!
P0 	: 캐시미션은 어디 회사에서 하는걸까..
P0 	: 거기 취업해서 내가 만들어줄랴..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그거 서울에 있는
P1 	: 스타트업인뎅
P1 	: {share:info}
P1 	: 여기 유튜브 나온거보면
P1 	: 늦게나오는게 이해가 가긴행..
P1 	: 고생 많이 하더랑
P1 	: 그 지미집 마이크 같은거 들고
P1 	: 길거리 돌아다니던뎅
P0 	: 헐
P0 	: 뭔가 이런곳에서
P0 	: 일 하면 재밌을것같은데
P0 	: 아니였나....
P0 	: 긁적
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 긁적 머얌!!
P1 	: 귀여워랑
P1 	: {emoji}
P1 	: 아 출출행
P1 	: 부침개 먹구싶따
P0 	: 헐
P0 	: 쟈기
P0 	: 부침개 진짜 먹구싶구나
P0 	: 해물파전ㅠㅠㅠㅠ
P0 	: 언제가징
P1 	: 힝..
P1 	: 이번주도 토욜에 쉬구
P1 	: 일욜에 만날거징?!
P1 	: 그럼 일욜에 먹을깡..?!
P0 	: ㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋ구랭...!!!
P0 	: 조아조아조앙
P1 	: 예에~~
P1 	: 어차피 막걸리 한병 마실거니깐
P1 	: 월요일에 오이도 가는것도
P1 	: 별 영향 없겠징?!
P1 	: ㅎ.ㅎ
P1 	: 히히
P1 	: 히히히힛
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 마쟈마쟈
P0 	: 별 영향 없지용~
P0 	: {emoji}
P0 	: 오이도 넘 기대돼 쟈걍
	  
	  
P0 	: {share:photo}
P1 	: {share:photo}
P1 	: {share:photo}
P0 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋ
P0 	: ㅋ
P0 	: ㅋ
P0 	: ㅋ
P0 	: ㅋ
P0 	: ㅋ
P0 	: ㅋ
P0 	: ㅋ
P0 	: ㅋ
P0 	: 됐다
P0 	: 사진 올리기
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 왜 올령!!!
P0 	: 잘쟈 쟈깅{emoji:❤}️ 이따 아침에 봐ㅎㅎㅎㅎ
P0 	: 넘 별루야
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 삭제하려했는데 시간 지나서 못 해..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여워랑 ㅠㅠㅠㅠㅠ
P1 	: 예나 지금이나
P1 	: 귀여움 넘치는건 똑같넹 우리 애기 ㅎ.ㅎ
P1 	: 녹음본 올라가는게 시간좀 걸리넹
P1 	: 우리 쟈기두 잘자구 아침에 봅시당~{emoji:❤}
P1 	: {share:file}
P1 	: 난 일어났오 쟈걍!!
P1 	: {emoji}
P1 	: 쟈기이이이잉
P1 	: 보고싶따아아아앙
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나도 일어났당!!!!
P0 	: {emoji}
P0 	: 와 장판 계속 틀고 자니깐
P0 	: 넘 더웡...
P1 	: 오옹
P1 	: 따뜻하게 잘자구 일어났구낭?@
P1 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이제 장판꺼용 여보!
P1 	: 난 슬슬 밥먹을 쥰비하려궁!
P0 	: 구래구랭!!
P0 	: 난 11시쯤에
P0 	: 먹어야게따
P0 	: 장판 눈 뜨자마자 껐오ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 잘했넹~~
P1 	: 난 김치볶은거랑
P1 	: 맛살이랑 김에
P1 	: 아침 먹구올겡!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ맛있게 먹구왕
P0 	: 와 나
P0 	: 울었더니
P0 	: 눈 부어가지고......
P0 	: 쌍꺼풀 사라지고 난리났다..
P0 	: 왜 울었지,,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 어떤뎅 쟈기?!
P1 	: 오늘은 울 애기의
P1 	: 새로운 매력 보는날인가 혹쉬
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아니....
P0 	: 쌍커풀없으면
P0 	: 이상해.........
P0 	: {emoji}
P0 	: 아니
P0 	: 이게 아니라
P0 	: {emoji}
P0 	: 와 근뎅 엄마가 이제 밥솥에 밥 올려놨다..
P0 	: 나 먼저 씻어야하나
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 완전 웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 궁디 팡팡~
P1 	: 난 이제 응아하구 씻으려구 하는뎅
P1 	: 애기 먼저 씻는게 여유롭지 않을깡?!
P1 	: 난 샤워하구 올겡 쟈기!
P0 	: 웅!!
P0 	: 난 햇반 있어서
P0 	: 후딱
P0 	: 참치양푼비빔밥 만들었오
P0 	: 이거 먹구올겡
P0 	: 밥 다 먹었당
P0 	: 이제 나두 응아 하구
P0 	: 씻어야징~
P0 	: 나도 씻구올겡
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아이 귀여워랑
P1 	: 밥도 잘먹구 응아도 잘하고왔군~
P1 	: 씻구오세요옹~!
P0 	: 다 씻었엉!!!
P0 	: 오늘 완ㄴ전
P0 	: 네츄럴하게 간당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 완전 조아조앙 ㅎ.ㅎ
P1 	: 우리 애기 볼따구 내꺼{emoji:😘}
P1 	: 40분쯤에 출발해야쥥
P0 	: 오빵
P0 	: 이따 저녁에
P0 	: 비온대
P0 	: {share:photo}
P0 	: 이것봐...
P1 	: 비 많이는 안오겠징..?!
