# FILE DATA
ID : MDRW2100001597
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20191110
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 전문가 및 관련 종사자
sex : 남성
birthplace : 경남
principal_residence : 해외/기타
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 가정 주부
sex : 여성
birthplace : 충북
principal_residence : 충북
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  가족>부부
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 번개치고 으스스
P1 	: 조용하고 힘센 청소기는 좋다
P1 	: 시끄럽고 힘 약한 청소기가 싫은거였어
P0 	: 그렇구나
P0 	: 유선을 사야 되나 그럼
P1 	: 음.. 아무래도 유선이 힘이 세지만
P1 	: 모르겠다
P0 	: 너무 싫지 
P0 	: 난 유선 싫어 이제는
P1 	: 글구 무선 중에도 힘센거 많아
P1 	: 비싼거..
P1 	: 백만원 넘던데
P0 	: ㄷㄷㄷㄷㄷ
P1 	: 먼지통 비웠는데
P1 	: 먼지통 땜에 청소 안될거 같을 정도로 많이.....
P1 	: 우웩
P0 	: 1층꺼? 
P1 	: 응
P0 	: ㅋㅋㅋㅋ ㅠ 
P1 	: 농약회사에 전화했는데
P1 	: 비오는거랑 상관없고
P1 	: 2-3주는 지나야 한대
P0 	: 흠... 
P0 	: 그게 안전하긴 하겠지 그치 
P0 	: 비랑 상관 없는 건 아쉽네
P1 	: 예전에는 일주일도 안묶은거 같은데
P1 	: 아닌가?
P1 	: 여튼.. 그게 안전하긴 하겠지..만 &name4&가 힘들겠다
P1 	: ㅋㅋㅋㅋ
P1 	: 내가 다른 지점? 에 전화해서 물어봤는데
P1 	: 아까 물어본 곳은 경기남부지사
P1 	: 지금은 본사같기도..?
P1 	: 근데 아무 상관이 없대 ㅋㅋ
P1 	: 지금 등록된 농약은 국가에서 하도 까다롭게 해서 독한건 팔지도 못한다나?
P0 	: 근데 그렇게 손이 뜨겁나
P1 	: 자기는 맨손으로도 뿌린다며ㅋㅋ 너무 걱정하지 말래
P0 	: ㄷㄷㄷㄷ
P1 	: 내가 살짝 닿았는데 화상입은거처럼 아팠다 하니까
P1 	: 특이체질 거론하더라
P1 	: 믿어도 될런지... 누구말을 믿어야돼
P1 	: 글구 지점마다 사람마다 말이 다르면 어쩌라는갸
P1 	: 근데 공통점은 사람들이 되게 찌든 목소리였러
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 으른들 상대해서 그런가
P0 	: 그렇겠지
P1 	: 막 통신사 상담원이랑만 전화하다가
P1 	: 이런 전화하니까 서비스의 질이 다르네
P0 	: 응 맞아 ㅋㅋㅋ
P0 	: 공무원이나 공공기관 사람들 
P1 	: 너무 웃기다
P1 	: 허허허
P1 	: 근데 약효는 장마전까지 간대
P1 	: 6개월 정도
P1 	: 흠......
P0 	: 흠
P0 	: &name3&도 &name4&도 흙을 먹진 않으니까 일단
P1 	: 그래도 닿으니까
P1 	: 입으로 들어가
P1 	: 여보 택배 예약했어
P1 	: '시계'
P1 	: &name4& 그냥 풀어줌
P1 	: 운명에 맡긴다
P0 	: 오 ㅋㅋ
P0 	: 피부 진드기만 딷 잡아주면 좋겠다
P1 	: ㅋㅋㅋ
P1 	: 진짜 풀어주자마자
P1 	: 너무 좋아서 미친듯이 마당 뛰어다니고
P0 	: ㅠ
P1 	: 구석구석 냄새맡고
P1 	: 자기가 좋아하는 스팟 가서 확인하고
P0 	: 짠한것
P1 	: 응 ㅠㅠ
P1 	: 너무 좋아하니까 미안하더라구
P1 	: {share:photo}
P1 	: 햇빛이 너무 따뜻한데
P1 	: 나는 햇빛없는 데크에 있어야하고 흐규흐규
P0 	: 얼마나 저러고 싶었을ㄲ
P1 	: 하면서 쳐다보고 있더라
P1 	: 나 내려오는 곳을
P1 	: {share:photo}
P1 	: 행벅
P1 	: 와우 미먼도 양호한 날이네!!
P1 	: 더워서 반팔입었어
P1 	: &name3&는 너무 일찍 일어나서 ㅋㅋ 1시에 기절함
P1 	: 똥싸고 밥먹고 샤워하고 기절
P0 	: ㅋㅋㅋㅋ
P0 	: &name4& 행복해보인다 사진만으로도
P1 	: 응
P1 	: 저런 애를 아파트에서 키워도 되는지 원
P1 	: 베란다에서 햇빛 쬐게 되겠지..
P0 	: 남향집 가야하나 
P0 	: ㅋㅋㅋ
P1 	: 응 그게 모두에게 좋지
P0 	: 택배보냈어
P1 	: 응 고마워
P1 	: 마스크는 어떻게 됐어?
P0 	: 샀엉
P1 	: 오 잘했어
P1 	: 소형은 없나?
P0 	: 응 ㅠ
P0 	: 우리 초소형 팔았어?
P1 	: 소형이 구하기 어렵네 ㅠ
P1 	: 그때 내가 판다고 한거?
P0 	: 응
P1 	: 응 오늘 팔았는뎅
P0 	: 아앙 그래
P1 	: &name3&는 안맞아
P0 	: 응 &name12&이 초소형 쓴대서
P1 	: 아
P1 	: 보통 애기들이 그거 쓰지..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우리 &name3&가 얼굴이 좀 큰가..?
P1 	: 근데 소형이 딱 맞는게 아니라
P1 	: 고리로 맞게 하는거니까
P0 	: 그치
P1 	: 여보 택배비 얼마 나왔어?
P0 	: 2600원 - 할인쿠폰200원 = 2400원
P1 	: 200원 왜 썼어 ㅠ
P0 	: ???????
P1 	: 할인쿠폰 1700원인가 있는데 안쓰고 모으는데
P0 	: 헐
P0 	: 자동으로 잡히길래 그냥 썼는데
P1 	: 그 사람한테 내돈 200원 쓴 격이넹
P0 	: 엉엉
P0 	: ㅠㅠ
P1 	: 근데 영수증 안보여주면 모를테니 그냥 2600원 나왔다고 해야겠당ㅋ
P0 	: 돈 받기로 한겨? 
P1 	: 5천원을 보냈거든 그사람이
P1 	: 차액을 돌려주기로 했어
P0 	: 아
P1 	: 근데 송장 붙인거에 가격 써있자나...
P0 	: 그냥 줘 200원
P1 	: ㅋㅋㅋ
P1 	: 써있는거 맞지?
P0 	: 받는 사람 거에도 써있는지는 모르겠네
P1 	: 보통 써있어
P0 	: 최저가가 2600원인데 
P1 	: 그랭
P1 	: 신경쓰지마 여보
P0 	: 응응
P0 	: 퇴근해요
P1 	: 출근 잘했어?
P1 	: 우린 오랜만에 늦잠잔듯
P0 	: 옹 ㅋㅋㅋㅋ
P0 	: 여보도 같이 잠든 거야?
P1 	: 응 한시간 정도 잔듯
P1 	: 옆에서 내가 자서 그런지 &name3&도 계속 잤어
P1 	: &name4& 안풀어주고 간거지?
P0 	: 응응 잘했넹
P0 	: 응
P1 	: 풀어줘야지 뒤에 가서 쉬학
P0 	: 바람에 &name4& 날아갈 거 같아
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 많이 불어?
P0 	: 거긴 어떤가 여기 장난아님
P1 	: 태극기가 계속 쫙 펴져있음
P0 	: 쫙
P0 	: ㅋㅋㅋ
P1 	: &name19&이는 막 이모티콘도 잘쓰네 ㅋㅋ
P1 	: 애교담당하면 되겠어
P0 	: 여보도 써봐 나한테
P1 	: 가끔 쓰는데?
P1 	: 가족방에선 못 씀
P0 	: 응 여보 애교는 나만 볼거
P1 	: 그래라
P1 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 당근에서 장난감 검색하는데
P1 	: 정자동이 물량이 훨씬 많네
P1 	: &name3& 장난감 사주려고 하는데
P1 	: 여보가 저녁에 가서 픽업해올 수 있어?
P1 	: {system:map}
P0 	: 응응
P0 	: 어쩌면 야근할수도있어
P1 	: 오는 길에 들를 수 있는 위치지?
P0 	: 웬만에선 집에 가져가겠지만
P0 	: 응응
P1 	: 그럼 거기 가면 몇시쯤 도착할거 같애?
P1 	: 오늘 가능?
P1 	: 아님 내일?
P1 	: 얘기해줘야 해서
P0 	: 그럼 내일로
P1 	: 내일 몇시?
P1 	: 대략적으로
P0 	: 6시반즘
P1 	: 그렇게 빨리 가는 거리야?
P0 	: 6시반~ 7시즘
P0 	: 10분거리네
P1 	: 아앙
P1 	: 그래
P0 	: 싸바해요?
P1 	: 응 &name3&가 안자서 좀 그렇지만
P1 	: 한 40분 안방에 있다가 다시 나옴
P0 	: 아직도 안 자는구낭
P0 	: 늦잠의 대가 ㅠ ㅋㅋㅋ
P1 	: 응
P0 	: 밥응 먹었어?
P0 	: 바람 많이 불어?
P1 	: 응
P1 	: 응
P0 	: 아까 그 장난감은 내일 가기로?
P1 	: 응
P0 	: 그래영
P1 	: 잔다
P0 	: 여보도 쉬어용
P1 	: 여보 바이브 로그인 정보 좀
P1 	: 여보오
P1 	: 확인 부탁해요~
P1 	: 계속 1분 듣기중
P0 	: &account&
P0 	: 이메일이면 네이버?
P0 	: &num&
P0 	: &num&
P0 	: &num&
P0 	: 이 선에서 나올 거 같은데
P1 	: ㅋㅋ나도 해봄
P0 	: 다 안 돼?
P1 	: 안되는듯
P1 	: 여보가 확인하고 정확히 알려줘
P1 	: 바쁘지 않다면
P0 	: 응
P0 	: &num&
P0 	: 이거다
P1 	: 아주 전혀다른네..ㅋㅋ
P0 	: 그냥 네이버 로그인이었네
P1 	: 됐다 고마워~
P0 	: 뽀뽀
P1 	: 333
P0 	: ㅋㅋㅋㅋㅋ
P0 	: {emoji}
P1 	: 개인의 시간 좀 가질게
P0 	: 야근할거같아
P0 	: ㅠ
P1 	: 얼마나? ㅠ 오늘 저냑에 당근 거래 약속 있는데
P0 	: 잉 어디서
P0 	: ㅠㅜ
P1 	: 내가 차 타거 가기로 했거든
P0 	: 언제? ㅠ
P1 	: 8시 좀 넘어서
P1 	: 병점역 뒷쪽 이편한세상
P1 	: 뭐 늦으면 미리 연락하면 되겠지
P0 	: 으음 ㅜ
P1 	: 근데 몇시쯤 올거 같애?
P0 	: 감이 안 잡혀서
P0 	: 만약 9시즘 집에 도착하면 그 뒤에도 거래하러 갈 수 있낭?
P1 	: 흠.. 내가 피곤해서 갈 수 있을지 모르지만
P0 	: 아 맞네...
P1 	: &name5&이한테 태워달라고 부탁할까
P0 	: 응 &name5&이 있어?
P1 	: 응
P0 	: 아님 물건 배달을 아예 부탁하든가
P1 	: 그래도 심부름 시키는게 좀 그렇..
P0 	: 아앙
P1 	: 9시 도착할 수 있어?
P0 	: 꼭 필요하면 그렇게 가야지 &name5&이 안된대?
P1 	: 안물어봤어
P0 	: 아앙
P1 	: 여튼 더 늦을거 같아?
P1 	: 그럼 다른 방법을 선택하고
P0 	: 9시엔 가도록 할게
P1 	: 이거 아님 더 늦게 올 생각이야?
P0 	: 아냐아냐
P0 	: 퇴근해요
P1 	: 응 조심히 와
P1 	: 여보 주방에 소고기 물에 담가놨는데
P1 	: 물 빼서 통이 넣어서 냉장고에 넣어줘
P0 	: 응ㄹ~
P1 	: {share:photo}
P1 	: 밭에 포크리 있다
P0 	: 이얄
P0 	: 와플 포크리네
P1 	: {share:photo}
P1 	: 고속도로 진입로 꿀이네 엄청 많아
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 경찰서 소방서 왔는데 하나도 못봄....
P0 	: 헐 ㅜ
P0 	: &address&면에ㅡ
P0 	: ?
P0 	: {share:photo}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P1 	: 여보 일어나면 마당으로
P1 	: 여보
P0 	: {share:video}
P0 	: {share:photo}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:photo}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:photo}
P0 	: {share:photo}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: &name3& 흙놀이 세트 중에 양동이 같은 거 없던가
P1 	: 그런거 같애 대신 트럭이 있는 세트일걸
P1 	: 양동이가 필요해?
P0 	: 아앙
P1 	: 위에 있는거 써
P0 	: 아니 그냥 모래성 만들어줄까했지
P0 	: 괜찮아
P1 	: 아
P1 	: 빈 화분으로 해봐
P0 	: {share:photo}
P0 	: {share:video}
P0 	: {share:video}
P1 	: 올 때 차 안에서 아이폰 케이블 좀 갖다줘
P1 	: 왜 안가
P1 	: &name3& 볼 사람 없어서 그런거면 올려보네
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 응 ㅜ
P1 	: 그렇게 간다고 하고 밍기적 거리지 말랬자나
P1 	: 그럼 나중에 간다고 하든가
P0 	: 나와써영
P0 	: (윙크)
P1 	: ㅇㅋ~
P0 	: &name4& 응가 했댓ㄱ지?
P1 	: 응
P0 	: 오킹
P1 	: 여보 나 긴팔 좀 갖다줘 ㅠ
P1 	: &name3& 자는거 같으니까 여보 나가도 될듯
P0 	: 쿠팡파트너스 추천인코드 주세요
P1 	: &num&
P1 	: 오늘 주유 5만원 할거지?
P0 	: 응
P0 	: {share:url}
P1 	: ㅋㅋㅋㅋ
P1 	: 설명이 웃기네
P0 	: 급하게 쓰느라 본심이가 .. 
P1 	: ㅋㅋㅋㅋ
P1 	: 어라???
P1 	: 왜 여보가 올린 링크는 바로 쿠팡앱으로 열리지?
P0 	: ??
P1 	: 내가 쓴건 바로 안열리고
P1 	: 사파리로 열기 눌러야 돼
P0 	: 작성을 안드로이드에서 할 때랑 아이폰에서 할 때랑 뭐가 또 다른가
P1 	: 몰라
P0 	: 암튼 좋은 거지?
P1 	: 여튼 뭐 잘되면 되는겨 응
P0 	: ㅋㅋㅋㅋ
P1 	: &name3& 가시 빠진거 맞을까? 아직 갈색인데
P1 	: 그리거 그 손 새끼손가락은 긁혀서 상처있어
P0 	: ㅠㅠ
P1 	: 아픈줄도 모르는건가
P0 	: 새벽에 봤는데 애매하더랑
P1 	: 그치 있는거 같애
P1 	: 확인을 못했어 어제
P1 	: 더 깊숙히 들어간거 같은데 우짜지 ㅠㅠ
P1 	: 어제 발견했을 때 바로 뺐어야 했어
P1 	: 그리고 카드로 빼는건 가시가 아니라 벌침같애
P1 	: 생각났어
P0 	: 아하
P1 	: 흙놀이 하다가 두놈 데리고 산책하고 와서 밥먹고 씻기고 낮잠 잤네
P1 	: &name3& 재우면서 나도 같이 잠들었다가 깼어
P0 	: 고생했엉
P1 	: 흙놀이를 하니까 에너지 소비가 아주 잘되는구만
P0 	: ㅋㅋㅋ
P0 	: 많이했어?
P1 	: 35분쯤
P0 	: 응응 ㅋㅋㅋ
P1 	: 쿠팡으로 장보는 것도 힘들다 일이여
P1 	: 하나하나 찾아야 하고 비교해야하고
P0 	: 응 맞아 그럴 땐 괜히 마트가 더 편하지
P0 	: 마스크 사러 가는 길에 커다란 윙바디 트럭이 타요 눈깔 붙이고 가는 걸 봤는데 아쉽게도 사진을 못 찍었네
P1 	: 헐!
P1 	: 윙바디트럭에 눈깔인데 그걸 여보만 보다니!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 배신감 마저 드는군
P0 	: {emoji}
P1 	: &name10&도 제주에 있고(너무 좋다고 하고)
P0 	: 아이고 사진을 찍었어야 하는데
P0 	: ㅋㅋㅋㅋ ㅠ
P1 	: 제주 사는 사람의 블로그를 보는데
P1 	: 사람들이 제주로 피난을 많이 갔나봐
P1 	: 제주는 괜찮은건가?
P1 	: 어떤 엄마가 3주간 아파트에서 애들이랑 집콕했는데 아침에 설거지하면서 울어서
P1 	: 동생이 언니랑 조카들 데리고 내려왔다며
P1 	: 애들이 바다에서 맘껏 뛰어놀았대
P1 	: 아파트에선 층간소음 땜에 못 뛰고
P0 	: ㅠㅜ 짠하다
P1 	: 응
P1 	: 거기나 여기나 둘 다 위험하다면 차라리 자연 가까운 곳이 낫지
P0 	: 코로나 피하려다 마음의 병 나겄어
P1 	: 지금 다 그런 상태 아냐?
P0 	: 그니까
P0 	: 그나마 날씨라도 좋아서 밖에는 좀 돌아다니지 사람들
P1 	: 나두 재주도 가거 싶다
P0 	: 나두
P1 	: &name21&엄마는 참 여러번 들어왔다 나갔다 하시네
P0 	: 우리집?
P1 	: 아니
P1 	: 자기 차 타고
P1 	: 아까도 봤는데 또 나갔다 들어오시길래
P1 	: 부럽다...
P0 	: 아앙
P0 	: ..... ㅠ
P1 	: 나도 나가고 싶어...
P1 	: ㅠㅠ 나야말로 집콕 진짜 오래되지 않았냐
P1 	: 3주가 뭐여
P1 	: 거의 두달째
P0 	: 그니까
P0 	: 어디 여행이라도 가려고 해도 식당도 마음껏 못 가고
P1 	: 마당 없었으면 난..
P0 	: 마당...
P1 	: 아파트였음 정신병 걸렸을거야
P1 	: 제주도에서 집밥 해먹는거 같던데?
P0 	: 거긴 여행이 아니잖아
P0 	: 여보는 3일정도 혼자만의 시간 주면 뭐 하고 싶어 지금
P1 	: 차타고 전국일주?ㅋ
P0 	: 잠이랑 밥은?
P1 	: 차박해도 상관없음
P1 	: &name3& 깼어
P1 	: 밥은 김밥만 먹던가 편도 먹고
P1 	: 산으로 들로 바다로 사람없는데로
P1 	: 왜? 나 휴가주게?
P0 	: 주고싶지 물론
P0 	: 4월에 회사 잠깐 한가해지면 휴가 쓸 테니 그 때 여보 여행 가
P1 	: 알겠어용
P1 	: 근데 그냥 토,일만 해도 괜찮을거 같은데
P1 	: 굳이 휴가까지.. 아깝게
P0 	: 응 그럼 여보는 주말에 가고 혹시나 코로나 좀 잠잠해지면 나 휴가 쓰고 &name3&랑 같이 여행가도 되고
P1 	: 응
P1 	: 근데 지금 강도높은 사회적거리두기 기간이야??
P0 	: 공식적으로?
P1 	: 응 4월 5일까지
P1 	: 15일간
P1 	: 생필품 사는거 외엔 외출하지 말래
P1 	: 출근도 하지 말라는데?ㅋ 발열, 기침 나면...
P0 	: 그런 게 있었네
P0 	: ㅋㅋㅋㅋ모르고 있얶어
P0 	: 너무나 자연스레 재택 근무자들도 출근하게 돼서 ...
P0 	: 권고 캠페인이네
P0 	: 몇 나라는 넘 심해서 강제한다는데
P1 	: 우리도 강제 재택해주지..ㅋ
P0 	: 내말이 좀
P0 	: 우리 옆팀도 재택하다가 오늘부터 다시 출근하래서 어리둥절
P1 	: 에휴
P0 	: 갑자기 맛이나 냄새 감각이 무뎌지면 코로나 의심해보래
P1 	: 그래?
P0 	: 웅
P1 	: 코로 나타나나?
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그래서 코로나인가보오
P0 	: 가볍게 걸린 사람들이 저렇게 미각 후각 상실 증상이 꽤 된대
P1 	: 그렇구나
P1 	: 근데 완치된 사람들도 많은거지?
P1 	: 폐 상태는 어떤지 아무말 없어?
P0 	: 응 완치자도 수천명 나오고 있고
P0 	: 폐는 심하면 무증상인데 엄청 손상되기도 하고
P0 	: 그렇지 않기도 하고 각양각색인듯
P1 	: 그래?
P1 	: 죽은 사람들은 지병있거나 노인들이 많나?
P0 	: 응 그건 확실히
P0 	: 당연히 예외케이스도 있지만 저런 경우가 절대다수인듯
P1 	: 응
P0 	: 오늘 저녁 언제 어디로 가야하는지 다시 알려줄래용?
P1 	: &address& 로 오시면 됩니다.
P1 	: 몇시쯤 도착할거 같애?
P0 	: 6시반~7시
P1 	: 여보 지금 출발해?
P0 	: 응
P1 	: 그럼 집엔 몇시쯤 올거 같애?
P0 	: 7시반?
P1 	: 응 나 당근거래하러 오산 가야해
P1 	: 여보 오면
P1 	: 타요미끄럼틀 샀음
P1 	: 여보 지금 가는 데 가서 차단기 앞에서
P1 	: 동호수 누르고 호출하래
P0 	: 응응
P0 	: 당근 거래 왔다고 하면 알겠지?
P1 	: 응 남편이 간다고 했어
P1 	: 결제했으니까 그냥 받아만 와
P0 	: 받았엉
P0 	: 맥도날드 옆인데 햄버거 생각 있나요 혹시
P0 	: 난 여보 밥이 더 좋으니까 그냥 슝 갈게
P1 	: 응 얼른 와
P1 	: 오늘 저녁 바쁘다
P0 	: 응 ㅋㅋ
P1 	: {share:photo}
P1 	: {share:photo}
P1 	: 타요랑 아침먹고 타요랑 타요봐
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ아이신나
P1 	: 집이 벌써 더워...
P1 	: 에어컨을 틀 수도 없고
P0 	: 창문부터 열고 
P0 	: 보일러 끄고 
P0 	: 넘 더우면 틀어 
P1 	: 창문은 미먼땜에 열 수 없고
P1 	: 보일러는 온수로 했고
P1 	: 벌써부터 에어컨 틀면..;;
P1 	: 감기걸려
P1 	: 1층은 딱 좋다 ㅋㅋ
P1 	: 넘 더우면 선풍기 틀어야지
P0 	: ㅋㅋㅋ 3월에 선풍기 
P0 	: 오전에는 2층 블라인드도 쳐
P1 	: 응 그래야겠어
P1 	: 열었더니 더움
P1 	: {share:photo}
P1 	: 그냥 다 줬어
P1 	: 네개 갖고 놀라고
P0 	: 얼마나 행복할까
P0 	: 잘했어 
P1 	: 어제 타요만큼은 아니지만
P1 	: 좋아한다
P1 	: 불도저의 등장!
P0 	: ㅋㅋㅋㅋㅋㅋㅋ 불도저
P0 	: 영상 찍어놩 노래부르는 거 ㅋㅋ 
P1 	: 응
P0 	: 여보 싸바해요?
P0 	: 난 밥 먹고 강남에 업체 하나 다녀와야 할 거 같아 ㅠ 
P1 	: 응
P1 	: 약 정리중인데
P1 	: 약은 정리할 때마다 버릴게 생기고
P1 	: 왜케 뭐가 많어
P1 	: 강남 갔다와서 집으로 퇴근하나
P0 	: ㅠㅠ 그치
P1 	: 쟤도 나를 언니라 부르네
P0 	: 차 두고 갈 거라 ㅠ
P1 	: 뭐 맘대로 부르라그래 ㅋ
P1 	: 나도 애들한테 도련이라고 안하니까
P0 	: 응 여보도 그냥 이름 불러
P1 	: 싫어
P0 	: 아 그래?
P1 	: 응
P0 	: 왜?
P1 	: 나는 너의 언니가 아니니?
P1 	: 다른 애들은 나를 누나라 부르지 않잖아
P1 	: 그리거 언제까지 언니언니 할건데?
P1 	: 나중에 나이들면?
P1 	: 그리고 동서가 여보한텐 오빠라고 부를겨?
P1 	: 꼬이기 시작한다고
P1 	: 엄격하게 하자는건 아니지만
P1 	: 동서 형님이 엄격한 호칭도 아니고
P1 	: 여튼 언니는 아냐
P0 	: 그렇구나 여보가 싫으면 말아야지 응
P1 	: 난 이런거에 보수적인가봐
P1 	: 애들한테도 도련님이라고 부르던가 해야겠어
P1 	: 애들은 나를 형수님이라고 부르는데
P1 	: 특히 &name13&한테는
P0 	: 그거 지키면 나중에 결혼하면 서방님..(ㅡㅡ)
P1 	: 결혼한 형제동생은
P1 	: 그냥 도련님이라고 해도 돼
P1 	: 그정도로 엄격하자는게 아니잖오
P0 	: 그랭 ㅋㅋㅋ
P0 	: 난 여보가 첫째 프리미엄 누려서 여보가 좀 더 편했으면 좋겠어
P1 	: 우리가 뭐 20대 애들이냐
P0 	: 어느쪽이든 여보가 편한대로 해
P1 	: 몇년뒤면 마흔인데
P0 	: 사람 이름 부르는 게 불편하면 호칭 그렇게 하고
P1 	: 아니
P1 	: 아버님어버님은 우리 결혼전에 내가 &name1&이라고 했다고
P1 	: &name1&씨라고 높여부르라고 해놓고
P1 	: 걔네는 또 예외고
P1 	: 나한텐 누나 언니라니
P1 	: 기분 나쁘네
P0 	: 여보한테 누나 안하잖아
P1 	: 호칭이 뭐가 중요하냐고 했어
P1 	: &name20&이가 나한테 누나라고 했을 때
P0 	: 아 ㅡㅡ
P1 	: 여튼 사소하게
P1 	: 기분 나쁜 포인트가 몇개 있었고
P1 	: 니들끼리 어떻게 부르던
P1 	: 나를 편하게 생각하진 말아주길
P1 	: 이라고 말하고 싶지만 말 못함ㅋㅋ
P0 	: 음
P0 	: 여보도 굳이 불편하게 하고 싶은 게 아니라 우리 부모님이 했던 말 때문에 이러는 게 더 큰 건가?
P1 	: 그게 메인은 아니구
P1 	: 그냥 이런건 처음부터 정하는게 편하다는 생각이야
P1 	: 첨엔 편하게 부르다가 나중엔 바꿔야할 때가 분명히 온다구
P1 	: 애매해지면 아예 안부르게 돼
P1 	: &name18&은 남편 누나의 남편을 한번도 부른적이 없대
P1 	: 그게 가족이냐;;
P1 	: 나중엔 이름도 부르기 불편해지고
P1 	: 어차피 한국전통호칭으로 돌아가게 되어있는데
P0 	: 아앙
P1 	: 여튼 그게 뭐 되게 꼰대같고 가부장적인거 같아 보여도
P0 	: 그럼 그렇게 될 거 처음부터 잘 잡아놓고 가는 게 더 안정적일 거 같다는 거지?
P1 	: 50먹은 사람들끼리 이름 부를까?
P1 	: 응
P1 	: 지금은 어색하고 멀어보여도 나중에 봐라
P1 	: 이름부르고 언니 누나 오빠가 더 이상해지지
P1 	: 나는 당장 &name19&이가 여보한테 오빠라고 부르면
P1 	: 화날거 같애
P1 	: 어디서 오빠래 미쳤나???
P0 	: 아 그건 나도 듣고 싶지 않은데
P0 	: 언니는 느낌이 달라서 더 좋을 거 같았어 그냥 내 느낌엔
P1 	: 그런 걔는 여보를 호칭 생략하고 부를걸
P1 	: 남한테도 형님이라고 해
P1 	: 어른들은
P1 	: 언니라는 말이 어느순간은 이상해진다고
P0 	: 응 알았어
P1 	: 아니 형님 동서가 어때서
P1 	: 아놔 썅
P1 	: 내가 왜 이런 열변을 토해야하냐고
P1 	: 내가 뭐 대접 받을라고 이러냐
