# FILE DATA
ID : MDRW2100001603
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20200926
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>현 거주지 지인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P1 	: ㅅㅂ ㅜ뭐하는데임?
P1 	: 아님 초록~~~!!!@
P1 	: 가라고~~#!!!!
P0 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 안돼
P0 	: 나 초록 좋아하긴하는데
P0 	: 빨파만큼
P0 	: 임팩트가없다노
P0 	: 여당야당아니노,,?
P1 	: 아그럼 빨강이라노~~#!!!@@
P0 	: 둘 중에 하난느
P0 	: 언젠가 살것같은데,,
P0 	: 그럼
P1 	: 태극기보다 그게 먼저생각나냐노
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 빨간색 먼저간다 ㅋ
P1 	: 가즈아~~~!!!
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 에비츄
P0 	: 매너가없노ㅠ
P0 	: 뭐 먹으면서 말하면 엄덕해~!~!~!~!!!!
P1 	: 일본산이라 어쩔수ㅜ옶다노,,,
P1 	: 하여튼 일본색기덜
P0 	: zzzzzzzzzz
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ 일본산
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 야너 네이버 쇼핑
P0 	: 많이쓰냐!?
P0 	: 아니
P0 	: 네이버페이쇼핑
P1 	: ㅇㅇㅇㅇ 개마니씀 나 그 회사물건상ㅋ대도 내걸로ㅛㅏㅁ
P1 	: 개꿀이라노 포인트
P0 	: 미친ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 노ㅓ 
P0 	: 멤버십
P0 	: 가입되어있냐?!
P1 	: 아니....
P1 	: {emoji}
P0 	: 홀그러ㅓㅁ
P0 	: 가입하라노
P0 	: 이거 가입하면 오천원주고
P0 	: 포인트도 배로쌓임
P1 	: 근데
P0 	: 첫달무료임
P1 	: 나
P1 	: 법타로결제하는데
P1 	: 상관없음??
P0 	: 법카로
P0 	: 일반결제하냐?!
P1 	: ㅇㅇㅇㅇㅇ
P1 	: 그렇게밖에
P0 	: ㅇㅇ상관없을걸
P0 	: 기달려봐
P1 	: 안됨
P0 	: 보고올게
P0 	: 아
P0 	: 안봐도된다
P0 	: 나 그렇게 엄카로 결제한적많음
P0 	: 가입할거면 나 추천인써달라노
P0 	: {emoji}
P1 	: 헉 어케 가입하냐노
P1 	: 일단 아이디 조버ㅏ
P0 	: {share:url}
P0 	: 너도 친구들한테 해달라하라노
P1 	: 근데
P1 	: 이거 첫댈무료인게 머임,,?
P1 	: 담달엔 던내...?
P0 	: 첫달은 무료고
P0 	: 그다음ㅂ부터
P0 	: 4천얼만가 그런데
P1 	: 쉽색기덜
P0 	: 이거 멤버십가입하면
P0 	: 포인트도 배로 쌓이고
P0 	: 네이버 쿠키랑이런거저런거
P0 	: 많이줌
P1 	: 포인트
P0 	: 나 그래서 돈있을때만
P0 	: 결제하는데 이거 
P0 	: 하면 일단 원금 두배는 찾아오기 가넝
P0 	: 포인트로도
P0 	: 결제됨 ㅇㅇㅇㅇㅇ
P0 	: 포인트로 결제해 그럼
P0 	: 개이득아니노 어차피 계속 쌓이는거
P0 	: 아 ㅅㅂ 업데이트 떴는데
P0 	: 꺼버렸어
P1 	: 흑흑
P1 	: 곰인 해보고 해야지,,,,,
P1 	: 어렺다노,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그리고 네이버 스토어팜같은데서 결제할때
P0 	: 상점찜하기하고 단골스토어로사기하면
P0 	: 포인트 더 줌
P0 	: 이건 멤버십 아녀도 해당된다노
P1 	: 그거 ㅅㅂ 맨날
P1 	: 알람떠서 짱난다노 ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 드런거 가입은 원래
P1 	: 삼실 출근해서 알아보고
P1 	: 가잊해야한다노
P1 	: ㅋㅋㅋㅌㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 회사는 그래 힘든거냐노ㅠ
P0 	: {share:photo}
P0 	: 49900원사면 저런식으로 쌓임
P0 	: 멤버십 안해도 마이단골 꼭해라,,,
P1 	: 허거덩
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 알겤다,,,,
P1 	: 오늘 존나춥노ㅠ
P0 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 쓰레기버리고 왔다할랬는데
P0 	: 돋보기로 눌렀노
P0 	: 밖에
P0 	: 후리스 입어서 그런가 그냥 그래 내가
P0 	: 아까 엥간히 춥게 입긴했나봐
P0 	: {share:photo}
P1 	: 헉
P1 	: 우린 평택옴,,,
P1 	: {share:photo}
P1 	: 대치중임
P0 	: ㅋㅌㅋㅌㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: &name6&오ㅑ케
P0 	: 볼링핀인데
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {share:photo}
P0 	: &name6&가 아니라 &name2&이었노
P1 	: ㅋㅋㅋㅋㅋㅋㄴㄴㄴㄴㄴㅋㅋㅋㅋㅋㅋㅋ
P1 	: 머라노~#!
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: &name3& 이제 발
P1 	: 나랑 비슷해지기 일보직전임;;;;
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 야 ㄹㅇ
P0 	: 너는 금방
P0 	: 따라잡겠다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: &name3&야 나만해져보라노~!~!
P1 	: {share:photo}
P1 	: 집중한
P1 	: 코
P0 	: 그새 나온거노
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 실눈뜬거임??
P1 	: 갈때님,,,,
P1 	: 바람붛어ㅛㅓ
P0 	: 아뭐야
P1 	: 제댜로 뜨지도못하고
P0 	: 우리덩네네
P0 	: 아니
P0 	: 왜
P0 	: 대체
P0 	: 초점이
P0 	: 뒷배경?
P1 	: ㅋㅋㅋㅋㅋㅎㅎㅎㅎ,,
P1 	: {share:photo}
P1 	: 잦랐을땐
P1 	: 이미
P1 	: 사리진 후였어
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 야무슨
P0 	: 토이카메라로
P0 	: 찍은것같다
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 샛감도
P1 	: 그게뭐노,,
P0 	: 딱 토이캠이노,,,
P1 	: ㄴㅋㅋㅋㅋㅋㅋㅋ
P0 	: 헐 뭔데 어ㅐ모름
P0 	: 너 알아
P1 	: 그게몬대ㅠ
P1 	: ㅌㅋㅋㅋㅋㅋ
P0 	: {share:info}
P0 	: 기런거
P1 	: 저건 아는데
P1 	: 안찍어봄,,
P1 	: ㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나도 안찍어봤어 ㅎ
P1 	: 모야 루째아노
P1 	: ㅌㅋㅋㅋㅋㅋㅋ
P0 	: 루째아노
P0 	: 레스토랑
P0 	: 이름같노
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌㅌ
P1 	: 아니 &name4&
P1 	: &name3& 180일땨 입던옷이
P1 	: 딱맞다못햐 터질지경임
P0 	: ㅋzzzzㅋㅋㅋㄴㄴㄴㄴ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 세우가
P0 	: 아미
P0 	: &name4&가
P0 	: 키 더 크냐
P1 	: ㅈ같른100일로 따지면
P1 	: 훨큼 ㅋㅋㅋㅋㅋㅋ
P1 	: &name3& 지금 배 줜나 홍쭉해ㅠㅠㅠ 흑흑
P0 	: 부럽노 다 키로 갔나보노,,,
P0 	: 홍쭉해
P0 	: 어ㅐ케 웃기냐
P0 	: ㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ아
P1 	: 좀 자려규했는데
P1 	: {share:photo}
P1 	: 틀렸노..
P0 	: {share:photo}
P0 	: {censored}
P0 	: 머리 지랄남
P0 	: {share:photo}
P0 	: 놀랍게도 왼쪽이 비포임
P0 	: 씨이발
P1 	: 엥
P1 	: 왜저러ㅗ게 ㅙ놈??
P0 	: 나,,,나존나
P1 	: 미쳐따 ㅋㅋㅋㅋㅋㅋ 머리 어케잘라도 잘 못느끼눈데
P0 	: 우는중,,,눈무리나노
P0 	: {censored}
P0 	: {censored}
P0 	: 개같아!~!~!~!~
P0 	: {share:photo}
P0 	: 3단 고음만 알지 너는???????
P0 	: 난 내머리가 3단이다???????
P0 	: 씨이팔
P1 	: 저게 숱친거임,,?
P1 	: 아니 왜저렇개해놨지
P1 	: 어디임?
P1 	: 샤로 생긴덴가
P0 	: 삼미
P0 	: 이니스프리 옆에
P0 	: {censored}
P1 	: 삼미까지갘ㅅ노,,,
P0 	: 닫아서 저기갔는데
P0 	: &address&역이었어서
P0 	: 머리가
P0 	: 저기 짧은길이 맞춰 자르면
P1 	: 기장도 엄청
P0 	: 존나 2년전머리야
P1 	: 짧아졌는데
P0 	: 나 머리
P0 	: 아
P0 	: 존나 자증난다진짜
P1 	: 딥가서 본거임,,,?
P1 	: 다시가서 노라해,,,,
P1 	: ㄹㅇ
P0 	: 나
P0 	: 빡치면울어서
P0 	: 가서 존나 울기만 하다올것같음
P0 	: 아
P0 	: 진심
P0 	: 아
P0 	: {censored}
P1 	: 저거 그래도 길이 맞춰서 잘라야되는거이니냐,,,
P0 	: 어,,,존나
P0 	: 쪽팔려서
P0 	: 저렇게 못다닌다노
P0 	: 붙임머리샵에서
P0 	: {censored}
P0 	: 내가 원한곳은 치지도않음
P1 	: 걍 덩네 미뇽실이야??
P0 	: 끝만 ㅈ
P0 	: 존나게
P0 	: 침
P0 	: ㅇㅇㅇ 아줌마들이 하는데임
P0 	: 존나
P1 	: 머리 란번 감아봐,,,,,ㅌ 좀 나아지나
P1 	: ㅠ
P1 	: 흑흑
P0 	: 엄마한테울면서
P0 	: 뭐라했더니
P0 	: 거기 존나못자른대
P1 	: 유명한곳이였노,,,,
P0 	: n
P0 	:  ㅜ
P0 	: 씨바 아니
P1 	: 그런곳 가지말것   ,,,,
P0 	: 나 디자인도아니고
P0 	: 숱만칠거라
P0 	: 진자 암데나 간건데
P1 	: ㄹㅇ 숱 저렇게 치는건 첨본다 ㅋㅋㅋㅋㅋㅋ
P1 	: 끝에만 가벼워보이는 매직
P0 	: ㅋㅋㅋㅋㅋㅋ\
P0 	: ㅠ
P0 	: 결국ㅇ레 방금 잘랐어ㅠ 
P0 	: 맞춰서ㅏ,,,
P1 	: 미용실가서!?!?!?!
P1 	: ㅅㅈ ㅠ뭔돈낭비야
P1 	: ㄹㅇ
P1 	: 그래도 육처넌이여서 그나마 다행이녔나 만원넘게주고 잘랐는데 그랰ㅅ음 존나 더 빡턌을닷
P0 	: ㄴㄴㄴ
P0 	: 내가자름,,,ㅅㅂ 미용실간것도
P0 	: 집에 슽가위
P0 	: 어디둔지몰라서
P0 	: 미용실간거였음 ㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 안타깝노,,,
P1 	: 이거라도 봐,,,,,,,
P1 	: {share:video}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아나
P0 	: 보기전인데
P0 	: 엉덩이봐
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 뭘 저렇게 좝쫩 먹으면서 언니찾냐
P0 	: &name3&
P0 	: 비율이 나보다 좋노
P0 	: 부럽노;
P1 	: ㅋㅋㅋㅋㅋ저거듣고 우는줄 알았는데
P1 	: 웃느면서 내려온다노,,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 연기력 100점.
P0 	: 아나머리
P0 	: 이년전 머리돰
P0 	: {emoji}
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ그래도 머리 꽤많이 길렀엌ㅅ자카,,,,
P1 	: 흑흑
P1 	: 너 근데 머리 진짜 안자란다,,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 많이길렀음ㅁ 뭐{censored} 다 날라간것 ㅠ
P0 	: {share:photo}
P0 	: 노란색까지 자름 ㅠ
P0 	: {emoji}
P1 	: 속상{censored},,
P1 	: 따흑,,
P0 	: 히벌,,,
P0 	: 머리 존나
P0 	: 나 &name7&결혼때
P0 	: 뭐입노 ㅅㅂ 머리때문에
P0 	: 입으려던거 존나 안어울리는데
P1 	: ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 안제임 경혼???
P0 	: 11/21
P0 	: {emoji}
P0 	: 어휴
P0 	: 몰라
P0 	: 누가 날
P0 	: 신경쓰겠ㄴㅗ,,,,ㅅㅂ 옷
P1 	: 묶어,,,,,,,
P0 	: 사고싶지않아 걍 입어 ,,,
P1 	: 뭐야 있는옷 입고가는줄 ㅎ
P0 	: 있는옷
P0 	: 입고가는겁니다
P0 	: 륵흑흑
P0 	: 비 오진다지나ㅉ 개춥네
P0 	: 편택임??!
P1 	: ㅇㅇㅇㅇ 아직 평탹",,,, 곧가야지,,,
P1 	: 내일 엄마랑 네일 받으러간다,,,
P0 	: 거기도
P0 	: 바오냐
P0 	: 비오냐
P0 	: 너 왜 니돈 주고받냐고 자꼬ㅜ루우웅우
P0 	: 아니 쩌꺼눰
P0 	: 뭐야
P1 	: 여기 몰라,,, 사람이
P0 	: !~!~!~!~!~
P1 	: 안지나다녀서 오는지 몰라,,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 빗방울이 안보이냐구요ㅠ
P1 	: 안보여 ㄹㅇ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아침에도 나갔다가 다시 올라옴
P0 	: 아 존나 푹자버렷노,,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㄹㅇ 겨울날씨지않음,,,? 아직 집이라면
P0 	: 못느겻겠노,, 개추워ㅠ
P0 	: {share:video}
P1 	: 뭐노
P1 	: 왜 벌써 있냐노
P1 	: 내일 아님?ㅅㅂ
P0 	: 글은 안봐소 모르는데
P0 	: 직원아닐까
P0 	: {emoji}
P1 	: ㅅㅂ ㅠ 내일 가지러갈거임 흑
P1 	: 8시에여네,,,,
P1 	: 둰나 빨리여든더
P0 	: {share:photo}
P0 	: 나 이거보고
P0 	: 헐 &name4& 걍 &name3&데했는데
P0 	: &name3&였노
P0 	: 생각래보니
P0 	: &name4&면 태어난지 얼마나됐다고 저래 앉아있냐
P1 	: 저게 왜갑자기 뜨노
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: {share:photo}
P1 	: 낄낄
P1 	: 개맵노
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {censored}나
P0 	: 아니미친
P0 	: 존나
P0 	: 맛있어보이노
P0 	: 저거 맥주 맛있음???마ㅏ라탕
P0 	: 뚜껑머임 쩐다 아이스크림인줄
P1 	: 저거 2500원짜리 컵라면임 ㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아빠가 화들짝 놀라면서 사오심,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나 이거 너무 사고싶다노
P1 	: {share:url}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 사서 뭐할건데요ㅠ 일하면서
P0 	: 옆에 띄워둘거냐
P1 	: 아왜요ㅠ ㅋㅋㅋㅋㅋ 재밌을것 같지랂냐
P1 	: 울집애서 너네집까지도 날릴 수 있을 것 같음
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 미친넘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 성능 오져버리노 된다면 ㅠ
P0 	: {share:photo}
P0 	: 10년동안
P0 	: 지켜지지못한
P0 	: 롯데월드의 약속
P1 	: ㅋㅋㅋㅋㅅㅂ ㅠ
P1 	: 속상{censored}
P0 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅠ
P1 	: 누구노,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아
P1 	: 널이공원 진짜 가고싶다
P0 	: &name8&
P1 	: 개 신나게
P0 	: 너쳔이
P0 	: 쳔지
P0 	: 쳔지
P0 	: ㅕㄴ폄지
P0 	: 편지{censored}
P1 	: 놀 수 느있는데,,,,,,,,,,
P1 	: 오늘
P0 	: 편지 다 에이포임
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 네일 받으러간다 낄낄
P1 	: 난 심지어
P1 	: 연필
P1 	: 임듯
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㄴㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋ
P0 	: ㄴㄴ뭐야
P0 	: &name6&가 물어뜯은건
P0 	: 아맙 볼펜이었늘걸
P0 	: 어디갔노 그건
P0 	: {share:photo}
P0 	: 찾았노
P0 	: {share:photo}
P0 	: 맛닭꼬 가보지도 못하고 사라졌노ㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 맞아 거기 다른 치킨집 생기지않음??
P1 	: 커텐 보러간다,,,
P1 	: 연차 좋노...
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 웬커텐이노??!
P0 	: 맛닭꼬
P0 	: 드쪽으로 안간지 백만년됐네,,,
P0 	: 네일 먼 디자인으로 하냐노
P1 	: {share:photo}
P1 	: 이거 할거라노,,
P1 	: ㅋㅋㅋㅋㅋ컨테이너로 봤음
P1 	: 뭔소린가햌ㅅ네 ㅋㅋㅋㅋㅋ
P0 	: 반짝이
P0 	: 종귀탱이노
P0 	: 볼터치네일
P0 	: 무광으로 해도 에브더라
P1 	: 홀 뮤관!?!?!  한번도 본적없다노,,,
P0 	: 헐야
P0 	: {share:photo}
P0 	: 크로플 사러옴 ㅋ
P1 	: 헐
P1 	: 밧지선??????
P1 	: 헐... 무슨잏이야 진ㅁ자 올해
P0 	: ㅠㅠ
P0 	: 쩌리에
P0 	: 누군진
P0 	: 모르겠는데
P0 	: 유명인들인가봐 몇명 더 올라왔었음 ㅠ 박지선말거도
P1 	: 뭐가 유명인들이야!!??
P1 	: ㅠ 엊그제인가 박지선나온 나혼자산다
P1 	: 봤는데 ㅠㅠ 안타깝노,,,
P0 	: 자살했다는 사람 올라왔었어서 ㅠ
P0 	: 운동선수였는듯??
P0 	: 아나 우리집ㅇ대체
P0 	: 왜 택배 맨날 밤에와,,,?ㅅㅂ 왜
P0 	: 어딜 살건 우리집이 마지막 목적지지?????????????
P0 	: 내 티슈케이스???????????????????
P1 	: ㅋㅋㅋㅋㅋㅋㅋ아 너네 동네가 맨마지막인걸 어떡해요~~!~!!
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 넘 슬프잔ㅇ하요~!~!~!
P0 	: 같은 하늘아래에
P0 	: 있는데요~!~!~
P1 	: ㅠ ㅋㅋㅋㅋ이사가시던가요 ㅠㅠ
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 근데 우리아파트 cj이도
P1 	: 뭐래
P1 	: cj도 늦게오던
P1 	: 데
P1 	: &address&다음이 거기인가?
P0 	: {share:photo}
P0 	: 저오른쪽 코너가 &address&인가
P0 	: {share:photo}
P0 	: &address&는 ㄱ저기 아니냐?!
P0 	: {share:photo}
P0 	: 뭐야
P0 	: 저기서 저만큼 도는데
P0 	: 택배가 스무개 뿐이노
P0 	: 아 상가들게 스무갠건가
P1 	: ㅇㅇㅇㅇ마즘
P1 	: 너 맨날 몇시에옴??
P0 	: 맨날
P0 	: 다름근데
P1 	: 우리 8시-9시 이때도 오던데
P0 	: 대체적으로 저시간때 
P0 	: 플러스2시간?
P0 	: 근데 방금 택배온것도있음
P0 	: ㅅㅂ 왜케 따로와
P1 	: ㅠ 택배아저씨들 하루에 3번
P1 	: 짐 가지러가자나
P1 	: ㅋㅋㅋㅋ ㅠ 먼저 받은것부터 주나보죠 ㅠㅠㅠㅠ왜그래 흑흑,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 왜냐면
P0 	: 제것만 맨날 밤에와요,,,,
P0 	: 왜 나머지 가족것만
P0 	: 낮에오는거죠,,?
P1 	: 케이스 그래도 빨리 오네,,?
P1 	: 나
P1 	: 빤스 시켰는데
P1 	: 오늘온다 킬킬
P0 	: {share:photo}
P0 	: 줜내예쁘노,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 뭐,,? 바지,,?
P0 	: 아
P0 	: 아니
P0 	: 가방
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 사진에 찍힌게
P0 	: 너무 많ㄴ오
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그러냐 ㅎ,,,
P1 	: 어디건데,,,?
P0 	: 티도잇고 가방도있고 바지도잇노
P0 	: 저거
P0 	: 호제
P1 	: 약간
P0 	: 주황이 더예쁜데
P0 	: 어딧냐
P1 	: 그럼 주황보고 얘기할래
P0 	: ㅅㅂ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 저게 주황이네
P0 	: 브릭레드
P0 	: 말해봐
P1 	: ^___^
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 저게 왜 주황이노~~!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋ
P0 	: 아 주황이잖아요`!~!~!
P0 	: 훠궈땡기노ㅠ
P1 	: 맛나겜ㅅ노,,,
P1 	:  ㅅㅂ 나 목요닐 건강검진이래
P1 	: 내몸무데 어쩔거야 진짜로
P0 	: {share:photo}
P1 	: ㅋㅋㅋ큐ㅠㅠㅠㅠㅠㅠ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ 다시
P0 	: 물건 가지러갔나보노
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 험난{censored}
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: ㅈ매머야
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 물류창고
P0 	: 어딧는거노ㅠ
P0 	: 홀
P0 	: 그
P0 	: 온갖검사 다하는
P0 	: 검강검진이냐
P1 	: 그건아니고 간단한것만,,x
P1 	: 폐랑 이것더섯,,,,
P1 	: 하
P1 	: 넘 싫다,,,,,
P0 	: ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 안하면
P0 	: 어째되는거노ㅠ
P0 	: 너 오늘 시흥오냐
P1 	: 놉,, 이번주 안감 ㅎ..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅠ
P1 	: 엄마가 이제
P0 	: 다흐흑,,
P1 	: 못대려다주겠대서
P0 	: 훠궈 꼬셔볼랬는데
P0 	: 운명이 아니노
P0 	: 싀앙
P1 	: 이번주은 안산에서
P1 	: 오가라고
P1 	: ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 어떻게
P1 	: 이렇게
P0 	: 파업으로인한
P1 	: 타이밍이 안맞냐,?
P1 	: ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 신기할따름
P0 	: 소원을 이룰 수 업ㅛ는
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이럴수가있냐노
P1 	: ㄹㅇ 물어보는 족족 안산으로감
P0 	: 왜냐노
P1 	: ㅌㅋㅋㅋㅋㅋㅋㅋ 개웃김
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅜ
P0 	: {censored}
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나도 훠궈먹고싶다,,,
P1 	: ㅅㅂ ㅠ
P1 	: 흑흑
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 싀바 직장
P0 	: 옮겨|!~!~!~
P0 	: {emoji}
P0 	: {share:photo}
P0 	: 도랏노
P0 	: 여러개 시키면 티비상자에 오겠네
P1 	: ㅋㅋㅋㅋㅋㅁㅊ
P1 	: 그게 없었나보다
P1 	: 맞는 상자가 ㅋㅋㅋㅋ
P1 	: 나는 마켓컬리가 ㄹㅇ
P1 	: {share:photo}
