# FILE DATA
ID : MDRW2100047035
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210805
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 부산
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>온라인 커뮤니티
intimacy  :  4
contact_frequency  :  주 3회 이상

P0 	: 일어나쓰?
P1 	: 예전엔 나도 일이 일찍 끝나기도 했고
P1 	: 그래서 거의 퇴근하고 바로 만나서 카페투어다니고 그랬지
P0 	: ㅋㅋㅋㅋㅋ우왓
P0 	: ㅋㅋㅋㅋ상상못할 일정이야.. 
P1 	: 나도 디금 생각하면 신기해
P0 	: 퇴근하면 쉬어야지
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋ아닠ㅋㅋ
P1 	: 마자
P0 	: 지금도 신기해ㅋㅋㅋㅋ
P1 	: 어떻게 돌아다녔을까
P1 	: ㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋ
P0 	: 아 사랑의 불시착 어제 보다가ㅋㅋㅋㅋㅋ
P0 	: 일찍 잔대놓고ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 눈 시뻘개져서 보다가 잠..
P1 	: ㅋㄱㅋㄱㅋㄱㅋㄱㅋ사불 재밌지
P0 	: 진짜 피곤햇는데
P0 	: 아니 무려 난 이미 두번 봤다고ㅋㅋㅋㅋㅋ
P1 	: 어머
P0 	: ㅋㅋ근데 엄마 보시는거 옆에 또 껴서
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋ엄마가 자꾸 스포해달래
P0 	: 이건 뭐니 저건 뭐니
P1 	: 알려주면 재미없지!!!!
P0 	: 어떻게 되니 남한은 어케 갔니? ㅋㅋㅋㅋ
P0 	: 근데 보면서 몰라하셔서ㅋㅋㅋㅋ
P0 	: 그냥 옆에서 설명충
P1 	: ㅋㄲㄱㄱㅋㄱㅋㅋㅋㅋ
P0 	: 어우 깜짝이야ㅋㅋㅋㅋ
P0 	: 급읽어서 미안ㅋㅋㅋㅋ
P1 	: 밤에 보는 드라마가 그렇게 재밌다구
P1 	: 어엉?
P0 	: ㅋㅋㅋㅋ아니
P1 	: 미안할것까지야
P1 	: ㅋㅌㅋㄱㅋㄱㅋㄱㅋㄱ
P0 	: 아닠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나도 뭔가 깜짝 놀라서 혼자ㅋㅋㅋㅋ
P0 	: 마즘
P0 	: 하지만 낮에 봐도 재밋지
P1 	: 후후
P1 	: 어제 펜트하우스 봤나..?ㄴ
P1 	: 나 어제 봤겠지?
P1 	: 아 봤지
P1 	: 같이 얘기했구나
P0 	: 매우봤지
P0 	: 보는건지 떠드는건지 매우 분간 안갈정도로ㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 마자마자
P0 	: ㅋㅋㅋ재밋었어ㅋㅋㅋㅋ
P0 	: 간만에ㅋㅋㅋ
P0 	: 종종 새벽 축구볼때 남친이랑 그렇게 보는데
P0 	: ㅋㅋㅋㅋㅋ연애하는 느낌(?)으루다가
P1 	: ㅋㅋㅋㄱㅋㅋㄱㅋㄱㅋㅋㄱㅋㅋ
P1 	: 어머어머{emoji:♡}<
P1 	: 나도 어제 재밌었어
P1 	: ㅋㅋㅋㅋㅋㅌㅋ
P1 	: 아 금요일이구나
P1 	: 어제는 토요일이고
P0 	: 쉬다보니
P1 	: 시간 왤케 잘가
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ날짜 개념이 이렇게 잊혀져 갑니다
P1 	: ㅋㄱㅋㄱㅋㅋㄱㄱㅋ구니까ㅠ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ그래도 낼 츌근보다 낫지 않니
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 마자
P1 	: 호호
P0 	: ㅋㅋㅋㅋㅋㅋ호홍ㅋㅋㅋ
P1 	: 낼은 서촌가~
P0 	: 나도 일주일 후가드아
P0 	: 올 윗 남친?
P0 	: 서촌은 무슨 떡볶이 유명했던거 같은데
P1 	: 웅웅
P1 	: 떡볶이 머 유명해??
P0 	: 뭔가 있어ㅛ던거 같은데
P0 	: 지도에 읎네...
P0 	: 몰라 나도 한번갔나 안가봤냐 그런가뵈 서촌 가보고 싶은곳ㅋㅋㅋㅋ일뿐
P1 	: ㅋㄱㅋㄱㅋㅋㄱㅋㄱㄱㅋㄱㅋ
P1 	: 서촌에 이것저것 많아서
P1 	: 날만 좋으면 돌아다니가 좋아
P0 	: ㅋㅋㅋㅋㅋ너넨 자주만나서 더 많이도 다니나봨ㅋㅋㅋㅋ
P0 	: 망원동? 이런데도 가봤어? ㅋㅋ
P1 	: 당군
P1 	: 망원 진짜 자주가
P1 	: 망원은 언제가도 갈 곳이 많아
P0 	: 난 그 티라미숰ㅋㅋㅋ
P0 	: 한번 먹고 감탄했던 방문이 다야....
P1 	: 아 망티
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ너 참ㅋㅋㅋㅋ
P1 	: 망티 맛있지
P0 	: 체력이 어마무시하구나
P1 	: ㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋㅋㄱㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ밀크티도 맛있든디?
P0 	: ㅋㅋㅋ
P0 	: 거기 뭔가
P1 	: 난 밀크티가 안맞아서 못머거ㅠ
P0 	: 막을게 많아서 눈으로만 봐도 배불러
P0 	: 에?
P1 	: 걍 티라미수만 먹어썽
P0 	: 카페인?
P0 	: 아님 그냥 밀크티가 안맞나
P1 	: 웅웅
P1 	: 그런가보드라고
P0 	: 맛이싫은거지?
P0 	: ㅋㅋㅋㅋ
P1 	: 웅웅
P1 	: 뭐랄까
P0 	: 민초?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 향기로운 벽지마시는 느낌?
P0 	: 민초는 좋아하니
P0 	: 아닠ㅋㅋㅋ
P0 	: 벽지라닠ㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ
P0 	: 사약드세요?ㅋㅋㅋㅋㅋㅋ
P0 	: 근데 첨에 마실때 나도 아리까리하긴했어ㅋㅋㅋㅋ
P1 	: 그 약간 고급궁전벽지같은거
P1 	: 마시는 느낌이랴
P0 	: ㅋㅋㅋㅋ고급궁전벽지
P0 	: 난 그냥 단맛에 먹엇는데
P1 	: 어우
P0 	: 로얄밀쿠티? 걔는 안달아
P0 	: 그래서 음- 그냥 어 벽지같았엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나 단거 없으면 못사는 사람이라 그런가
P1 	: 그치
P0 	: 어 말하다보니 이해했다
P0 	: ㅋㅋㅋㅋ
P1 	: 벽지같다니까?
P1 	: ㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아니 벽지를 안ㅁ거어봤는데
P0 	: 어떻게 그런 맛표현이 되냨ㅋㅋ
P1 	: 그래 이게 된다니까
P0 	: 신기한 일일셐ㅋㅋㅋㅋ
P0 	: 아주
P0 	: 아-주 창의력 칭찬해
P1 	: ㅋㅋㄱㅋㄱㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋ
P0 	: (진짜 먹고 큰건 아니지?)
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋㄱ아니야><
P0 	: 어렷을 땐 꽃도 먹고 이것저것 많이 묵었는데
P0 	: 공기오염이 덜했던 예전이 좋다이
P0 	: 늙음늙음.. 아련아련...
P1 	: ㅋㄱㅋㅋㄱㅋㄱㅋㅋㄱㅋ
P1 	: 진달래 꿀빨기
P1 	: 그렇게 달콤했는데ㅠ
P1 	: 철쭉엔 독있다고 난리치고
P0 	: ㅋㅋㅋㅋㅋ너도 많이 해봤고나ㅋㅋㅋㅋ
P1 	: 당연하지
P1 	: {censored}
P0 	: 마자 
P0 	: 박스 뜯어서 썰매타고,
P0 	: {censored}
P0 	: 책을 읽어도 재밋었는데 오늘은 뭐 하루종일 뭘해도 밍숭맹숭하네 쩝ㅋㅋㅋ
P1 	: ㅋㅋㄱㅋㄱㅋㄱ일요일이니까....
P1 	: 담주 계속 비온다더라ㅠ
P0 	: ㅋㅋㅋㅋ날이라도 좋으면 좋겠구만 비는 또 왜왘ㅋㅋㅋ
P0 	: 집에서 스트레칭이나 열심히해야지
P1 	: 힝구
P1 	: 비오면 출근하기 힘든데
P0 	: 비 온다하고 
P0 	: 안온날이 더 많은거 같아
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 그걸 기다려보자ㅋㅋㅋㅋ
P0 	: 아까 보니까 쌍무지개떴든데!?
P1 	: 헐 오늘????
P1 	: 아 왜 안나가는날만 무지개떠
P0 	: 어 ㅋㅋㅋㅋㅋ
P1 	: 다 인스타에 무지개 올릴때 나만 못봐
P0 	: 나도 근데 가려져서 안보였는데
P1 	: 쒸이
P0 	: 엄청 컸어ㅋㅋㅋㅋ
P1 	: 헐ㅠ
P0 	: 쒸잌ㅋㅋㅋㅋㅋ
P1 	: 나갔다와볼껄ㅠ
P1 	: 나도 무지개 보고싶다!!!!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 무지개가 우리 어렸을 땐 많다가 
P0 	: 요 몇년새는 없든거 같은데? ㅋㅋㅋ
P0 	: 올해 벌써 두번째네 나 진짜 오래간만에 봤어
P1 	: 그치
P1 	: 요 몇년 없다가
P1 	: 오랜만에 뜬거같은데
P1 	: 그걸 못봤어~~~
P0 	: ㅋㅋㅋㅋ무려 두번 연달아
P0 	: 인터넷에 사진 많을거야...ㅋㅋㅋ
P0 	: 아니 난 안보여서 영상통화로 봄
P1 	: ㅋㄱㅋㄱㅋㄱㅋㅅㅋㄱㅋㅋ
P1 	: 그래 무지개 별거 있겠어....
P0 	: 마즘 
P0 	: 난 오늘 약뮤의 세계다ㅋㅋㅋ
P0 	: 다리꼬지마!!
P1 	: 악뮤 좋지!!!!!!
P0 	: ㅋㅋㅋㅋ아니 얘들은 ㅋㅋㅋ
P0 	: 노래가 진짜 좋은게
P0 	: 안질려ㅜㅜ
P1 	: 마자
P1 	: 소재도 잘고르고
P1 	: 노래도 좋아
P0 	: ㅋㅋㅋㅋ찬혁이가
P0 	: 이상한 물만 안들면 딱인데
P1 	: 아
P1 	: 진짜
P1 	: 찬혁이
P1 	: 어지간하면 사람들이 하고싶은거 그만하라 하냐고...
P0 	: 비하고는 개념이 달라
P0 	: 그 태도도 좀 그랰ㅋㅋㅋ악뮤 난 계속 좋아만 하고 싶다구ㅋㅋㅋㅋ
P0 	: 그 아이유? 팔레트 나와서 노래한거도 봤니
P1 	: 노노
P1 	: 멀라!!
P0 	: ㅋㅋㅋㅋ거기도...찬혁이 귀여운 안무하는데ㅋㅋㅋ
P0 	: 혼자 바지주머니에 손찔러넣고 멋있는 척하는데ㅜㅜ
P0 	: 양쪽에 노래부르는 아이유랑 수현이가 너무 오그라들거ㅠ같아서 가슴아팠어...
P1 	: 앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이따 영상찾아봐야게따
P0 	: 손에 뭐라도 쥐고 봐
P0 	: 오그라들었다가 안펴질라
P0 	: 어 치킨집 앞에ㅠ 치킨 냄새가 너무 좋다
P1 	: ㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋㅋㅋㄱ
P1 	: 치킨먹고싶다
P1 	: 후라이드칰힌
P0 	: ㅋㅋㅋㅋㅋ저녁 몇시에 먹었어
P0 	: 배고프면 땡겨 한마리!!
P1 	: 나 아까 점심겸 저녁 3시에 먹엇서
P1 	: 간식 땡기긴 하다
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 야?!
P0 	: 그건 점심이지 무슨 소리얍! 
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나는 언니 밥먹는데 달려들어서 된장을 먹어버렸네 안먹을랬는데.. 
P1 	: ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋ
P1 	: 배고프면 먹는거지 뭐
P0 	: 배가고프진 않았고 
P0 	: 코랑 눈이 고팠나봐ㅋㅋㅋ
P0 	: 집 들어가자마자 냄새가 팍 풍기는데
P0 	: 순간 배부름 실종
P1 	: ㅋㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋ
P1 	: 나도 한입만 조
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ내일 너 또 서촌가서 맛있는거 먹을거자나
P0 	: 서촌엔 안가본 뜨라또리아? 거기만 체크해놨넼ㅋㅋㅋㅋ
P1 	: 뜨라또리아?
P1 	: 이름 특이하넹
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 트라토리안가 암튼 뭔가 그런 느낌 이름에ㅋㅋㅋ
P0 	: 양식집이었던듯? ㅋㅋ
P0 	: 가지도 않는 위치에 음식점은 왜 찍었나 몰라ㅋㅋ
P1 	: ㅋㅋㅋㅋ
P1 	: 서촌은 갈 곳 딱히 안정해도
P1 	: 이쁜곳 많아서 조하
P0 	: 거기도 
P0 	: 카페들이 이쁜감?
P1 	: 웅웅
P1 	: 카페 이쁜곳 많어
P1 	: 대신 사람도 많아
P1 	: ㅎㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 사람 많은데는 안대
P0 	: 난 겁이 많다구.. 
P0 	: ㅋㅋㅋㅋㅋㅋ음식점 맨~ 안가다가 한번 갔는데 옆 테이블 확진자- 
P0 	: 막 이래서 쯥
P1 	: 헐
P1 	: 무섭게따
P0 	: 한두달 전이야ㅋㅋㅋㅋ
P1 	: 근데 진짜 걸리는 기준 모르겠는게
P0 	: 그땐 진짜 무서웠지 ㅇㅇ
P1 	: 나 지인 직장동료 남자친구가 확진이었는데
P1 	: 그 커플이 1박2일 여행 다녀왔거든?
P1 	: 근데 여자분은 안걸리고 남자분만 확진이었어
P0 	: 잉? 
P0 	: 같이 밥먹구 그랬을텐데? 
P1 	: 잠도 자고 할거 다 했을텐데
P1 	: 남자만 확진
P1 	: 신기하지;
P0 	: 여자분이 미리 항체가 있을 수 있나
P0 	: 아님 남자분이 딴데서 걸렸거나..? 
P1 	: 뭐 어떻게 된 일인진 몰라도
P0 	: 거 희안하네 딱 붙어있었을 텐데
P1 	: 넘 신기했음
P0 	: 위양성이나 위음성도 아니고? 
P1 	: 웅웅
P0 	: 여자분 다시 검사 한 번 해보셨겠지?
P0 	: 진짜 특이하다
P1 	: ㅋㅋㅋㅋㅋㅋㅋ웅
P0 	: 그 케이스는 
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그래서 지인도 이상하다고
P0 	: 다행이라고 하기에는
P0 	: 너무 여자분도 찝찝하실거 같아
P1 	: 마져
P0 	: 혹시라도 뒤늦게 양성 밝혀지면
P1 	: 엄청 찝찝해했어
P0 	: 가족이며 지인이며 주변 사람들한테도 민폐다 싶으실테니
P0 	: 하긴 2주 자가격리였겠네 그분은
P1 	: 웅웅
P0 	: 아직 자가 격리는 해본적 없는데
P1 	: 회사도 다 재택으로 돌리고
P1 	: 난리였어
P0 	: 넘 답답할거 같아 3일만 집콕해도 답답한데
P1 	: 마쟈
P1 	: 고통이야
P1 	: ㅠ
P0 	: 고론상태로 재택해도 
P0 	: 일 손에 안잡힘
P1 	: ㅋㅋㅋㅋ마져
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그냥 쉬는거지 정신을 쉬면서
P0 	: 예전에는 나는 걸리기 싫은데, 누군가 걸려서 회사 쉬고 싶다- 
P0 	: 이러는 사람들 많았는데
P1 	: 완전 많았지
P0 	: 요새는 장난으로라도 그런말 안나와 
P1 	: 나도 그중 하나였어
P0 	: 너무 오래가니까ㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 인정..
P0 	: 나는 그 중 목소리까지 큰 하나
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 근데 코로나 검사를 너무 자주받음
P1 	: 사람 사는거 다 똑같어~
P0 	: 안걸리고 싶은 사람치고ㅋㅋㅋㅋ
P0 	: 휴- 
P1 	: ㅋㅋㅋㅋㅋ왜
P0 	: 코 한 4번 쑤신거 같은데 넘 아퍼
P1 	: 많이받어야하는 이유 있어?
P0 	: 자가 키트도 두번하고ㅋㅋㅋㅋ
P1 	: 헐
P1 	: 넘 많이 하는거 아녀
P1 	: ?
P1 	: 불안해서 계속 하는거야?
P0 	: 그때 확진자 옆에있었을때랑
P0 	: 현백 무역센터점 때랑
P0 	: 나 병원갈일 있었는데, 그때 미리 하고 오랄 때랑
P0 	: 뭐 미리 자가키트나 검사소에서 음성 받아오라는 경우가 몇번 있어서ㅋㅋㅋㅋ
P1 	: 앟 다 이유가 있었구나
P1 	: 나도 한창 면접보러 다닐때
P1 	: 음성인거 문자 받아오라해서 한번?
P1 	: 그거 말곤 없서
P0 	: 근데 사실.. 
P0 	: 가서 너무 사람들 많으니까
P0 	: 오히려 더 걱정되지 않아?
P1 	: 검사받는곳?
P0 	: 어어
P1 	: 한번밖에 안가봐서 그런가
P0 	: 완전 바로 옆에 앉혀서 뭐 설문지 같은거 작성하래고 아주 시껍..
P1 	: 잘 모르겠던걸..?
P1 	: 헐 구래..?
P1 	: 우리동네는 안그랬어
P1 	: 철저하게 선 지켜서
P0 	: 어ㅋㅋㅋ
P1 	: 가까이 안가게 막 하든데
P0 	: 뭔가 구청 전화받고 가면 써 내야 되는 내용이 좀 더 많구
P0 	: 자발적으로 검사받으러 가면 좀 쓸게 덜한데- 
P1 	: 아하
P0 	: 전자는 쓸게 많으니까 앉아서 쓰라고 의자랑 책상 주는데
P1 	: 그런건 좀 다르구나
P1 	: 웅웅
P0 	: 한책상에서 두명이 앉아서 하는데, 
P0 	: 사실ㅋㅋㅋ전화받고 가는 경우는 확진자랑 같은 시간대 어디 있었으니 검사받으라고 
P0 	: 코로나 대응본부 이런데서 전화받아서 가는거니까
P1 	: 웅웅
P0 	: 오히려 더 떨어트려야 될거 같은데
P1 	: 그르게
P0 	: 그리 가까이-_-
P0 	: 오히려 알아서 가는 경우는 
P1 	: 불안하게 느낄만 하다
P0 	: 줄도 잘 지키고 그러더라고
P1 	: 옹
P0 	: 인력난이라 우짤 수 없다손쳐도- 안가고시퍼
P1 	: 마져
P0 	: 요새는 워낙 집콕이랔ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 갈일도 없어 매우 다행이지 모얔ㅋㅋㅋㅋㅋ
P0 	: 뎅굴뎅굴
P0 	: 확찐자나 되자!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ맛있는거 시켜먹어도 된다!!!!!!
P0 	: 아 난 너 시켜먹는다는줄
P0 	: 배고프겠다
P0 	: 난 언니와 베라
P0 	: :)
P1 	: 나 시리얼말아먹어썽
P1 	: ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
P1 	: 베라 그거 먹어봄??
P1 	: 그뭐야
P1 	: 꼬북칩
P0 	: 이
P0 	: 잉
P1 	: 갠춘하든데
P0 	: 아니
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 새로 나왔어!!!!
P0 	: 꼬북칩을 부숴서 넣은겨?
P0 	: 아니면 맛이 옥수수 맛인건가
P1 	: 꼬북칩 초코맛이야
P0 	: 전혀 상상이 안되는 이름인데.. ㅋㅋㅋㅋㅋ
P1 	: 생각보다 맛있더라구
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 한번은 먹어봐야지 또
P0 	: 레이다 발동ㅋㅋㅋㅋ 궁금한건 참을 수 없어
P1 	: ㅋㅋㅋㅋㅋ웅웅
P0 	: 맛없는건 한번정도 참을 수 있지만...ㅋㅋㅋ
P1 	: 한번은 먹을만 한데
P0 	: 다음 쿠폰쓸 때 시도해 보께ㅋㅋ
P0 	: 난 새로운거 거의 안먹그든ㅋㅋㅋㅋ
P1 	: 딱히 또 먹고싶다~는 아닐것같아
P1 	: 옹
P1 	: 그럼 맛보기스푼
P0 	: 봉봉/체리쥬빌레/바람
P1 	: 앟
P0 	: 이런거ㅋㅋㅋㅋ끝- 애플민트까지
P0 	: 딴거 진짜 잘 안골라ㅋㅋㅋㅋㅋㅋ
P1 	: 싱기하다
P1 	: ㅋㅋㅋㅋ
P1 	: 베라는 초콜릿무스가
P1 	: 젤맛있어
P0 	: ㅋㅋㅋㅋ맛보기 스푼 요새 또 안해주자나
P0 	: 코로나라고
P1 	: 아 요즘엔 안해줘?
P1 	: 몰랐네
P0 	: 어ㅋㅋㅋ
P0 	: 요새 안해줘ㅋㅋㅋ
P0 	: 원래 가면 항상 새로운 맛 시도해 보는데
P0 	: 다행힠ㅋㅋ가기 전에 무슨 글에서 읽어서.. 매장에서 물어봤다가 거절당하는 부끄러운 일이 없었네.. 매우 다행 :) 
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 민망한 상황 안나와서 다행..
P0 	: ㅋㅋㅋㅋ
P0 	: 신한은행에서 베라쿠폰?? 받아?ㅋ ㅋㅋ
P0 	: 무슨 신한라이픈가에서 매달 나오든데! 
P1 	: 오잉
P1 	: 아닝
P1 	: 그런게 있어?
P0 	: 신한은행 많이써? 
P1 	: 흠
P1 	: 많이는 안써
P0 	: 카톡창에 얘기가 나왔었나 잠시만
P0 	: 아 신한플러스다
P0 	: 신한플러스가면, 내 현재 은행등급? 따라서
P0 	: 매달 한 번 씩 받을 수 있는 쿠폰이 스탬프 쿠폰이라고 나오더라고,
P1 	: 오호
P1 	: 봐바야겠다
P0 	: 엄마랑 나는 베라되구, 아빠는 안되더라
P0 	: 아빠가 자기 돈 안번다고ㅋㅋㅋ은행이 무시한다면서 
P0 	: 막 노발대발ㅋㅋㅋㅋ
P1 	: ㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋ
P0 	: {share:photo}
P0 	: 이런거 돼, 
P1 	: 오
P0 	: 그래서 ㅋㅋㅋ31day에 이거 써서 사면 괜찮더라공ㅋㅋ
P0 	: 아스크림도 잘 안먹어서ㅋㅋㅋ
P0 	: 엄청 오래먹어ㅋㅋㅋ
P0 	: 엄빠는 바 아스크림 좋아하니까 다들ㅋㅋㅋ베라를 잘 안먹어.. 독차지야..
P1 	: ㅋㅋㅋㅋㅋㅋㅌ
P1 	: 이런게 있었구나
P1 	: 첨알았오
P1 	: 잘 꺼내서 써야게따
P0 	: 밑져봐야 본전이니까 들어가보렴ㅋㅋㅋ
P1 	: 난 컵라면 받아썽
P1 	: ㅎㅎㅎㅎㅎㅎㅎ
P0 	: 오? 
P0 	: 빨리ㅋㅋㅋㅋ찾았네-
P0 	: 스피드! ㅋㅋㅋ
P1 	: 고럼고럼
P1 	: 요런건 발빠르게 가져가야지
P0 	: 난 진짜ㅋㅋ오래걸려 찾았는데ㅋㅋㅋㅋ크-
P0 	: 오 컵라면도 있구나
P0 	: 컵라면 집에 많아서ㅋㅋㅋㅋ
P0 	: 후보군에도 안둠ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ난 회사에서 점심대용으로 먹을라고!
P0 	: 아 그렇지 컵라면 딱 좋지ㅋㅋㅋ
P1 	: 점심 대용 사먹을게 뭐가 없더라ㅜ
P1 	: 맨날 컵밥이랑 컵라면,,,
P0 	: 국민은행 KB도 무슨 바나나 우유ㅋㅋㅋ한개줌ㅋㅋㅋ매달ㅋㅋ
P1 	: 오
P0 	: 컵밥- 빈도가 높아야 겠네ㅋㅋㅋ
P1 	: 앱잘알
P0 	: 아니 잘 몰라.. 그 두개는 어디서 들었나 뭐하다 알게되써ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: kb는 앱이 너무 많아ㅠ
P0 	: 근데 KB는 매 1일, 11일, 21일? 인가에 열리고, 오전 11시?에 딱! 오픈하면 
P1 	: 아
P0 	: 바나나 우유 바로 소진되더라고ㅋㅋㅋ
P1 	: 그거구나
P1 	: 마자
P1 	: 그래서 안했던거같아
P0 	: 아 몬지 아는구낰ㅋㅋㅋ
P1 	: 너무 빨리 소진이라
P0 	: 그래서ㅋㅋㅋ난 10:55분에 알람 맞춰나
P1 	: 못하겠더라
P1 	: ㅋㅋㅋㅋ오
P0 	: 5분 동안 찾아들어가서ㅋㅋㅋㅋ쟁취하려고ㅋㅋㅋ
P0 	: 1일에 시도하고 실패하면 11일 10시55에 알람 맞춰놓곸ㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ열정 엄청나다
P0 	: 아님 귀찮거나 까먹jr아서 안할게 뻔하다ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 근데 다른 앱테크는 또 편하게 받을 수 있는거 빼고는
P1 	: 웅웅
P0 	: 열정 부족.. 
P1 	: 헤헤
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ어 순간 좋았다ㅋㅋㅋㅋ
P1 	: 넘 힘드러
P0 	: 오늘은 언제 취침 예정이니 
P1 	: 이제 자야자
P1 	: 자야지
P0 	: 아 완전 늦게 자고 싶은데ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 낼 놀어야해
P1 	: ㅎㅎㅎㅎㅎㅎㅎ
P0 	: 눈이 감기네 떼이잉
P0 	: 짜증
P1 	: 떼잉
P1 	: 억울
P0 	: 체력이 점점 저질이 되고 이;ㅆ어
P0 	: 마자 억울! 
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 나이를 먹는다는건....
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이런걸까.....
P0 	: 나이ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 어른들이 들으면 깔깔깔 웃으시겠지만
P1 	: ㅋㄱㅋㅋㄱㅋㄱㅋㅋㄱ
P0 	: 나이 먹는게 느껴지는걸..? 
P1 	: 마져
P1 	: 체력이 달라
P0 	: 그래도 완전 최근에  
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 하루 쌩그로 밤 새봤거든? ㅋㅋㅋ
P0 	: 발표있는데 자료를 다 못해서ㅋㅋㅋㅋ밤샘으로 만들었는데ㅋㅋㅋㅋㅋ
P1 	: 웅웅
P0 	: 오- 밤샘에 성공한 나에게 감동
P0 	: 다시는 안하리
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
