# FILE DATA
ID : MMRW2100000219
category :  온라인 대화 > 다자 대화(4인)

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210603
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 인천
principal_residence : 제주
current_residence : 제주
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 3
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 대전
principal_residence : 대전
current_residence : 대전
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 4
age : 40대 이상
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 전남
principal_residence : 전남
current_residence : 경기
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  직장>동기/동료/동업자, 기타>온라인 커뮤니티
intimacy  :  4
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 뭐하세요??
P2 	: ㅋㅋㅋㅋㅋ 저는 신원호 이우정의 노예예요
P0 	: 우리도 걷는데 이번 회장단 공약이 안걷기네요
P1 	: 이제 할때가 되었죠.ㅋㅋ
P3 	: 예전 학교 안걷었는데... 아이들이 수업 시간에 그닥 폰질은 안하지만
P0 	: 저는요 드라마 다 봤는데도 주인공 이름 기억을 못해요
P3 	: 수업만 끝나면 폰질을 함.... 심각함.
P0 	: 드라마 제목도 잘 기억못함
P3 	: 그게 회장 마음으로 되나
P1 	: 뭐 성인인 저도 이러고 있는데.. 애들이라고 다를까요...ㅋㅋㅋㅋ
P3 	: 회장단 사과함.
	  공약 지키지 못했다고
P1 	: 그나마 학교 다닐때는 안함..
P3 	: 악.. 종침.. 수고하삼.
P1 	: 다녀오세요
P2 	: ㅋㅋㅋㅋ 다녀오세여
P3 	: 빠이~~~ 나는 간다... 죽으러 가는 듯..
P2 	: 이제 가면 언제 오나 어어이
P1 	: ㅋㅋㅋㅋㅋ 빨리 와요... 언제오긴..
P0 	: 50분 후 도착
P1 	: 다들 수업가셨나..
P0 	: 회의 집중못하는 녀석 여기
P2 	: 저는 수업 중이에요 ㅋㅋ 독서 수행평가 중
P2 	: 이제 이것도 끝임 오늘로 ㅜ
P1 	: 카페에 시누이글 보셨어요??
P2 	: 네네 봤어요
P0 	: 우리애도 전교1등했으면
P1 	: 너무 걱정됨..ㅠㅠㅠ
P0 	: 못봤습니다
P1 	: 보고와요..
P2 	: 쎄함과 질투가 섞였는데
P0 	: 나도 보러가야지
P2 	: 근데 너무 쎼하죠 남자
P1 	: 그니까...ㅠㅠㅠ 너무 쎄해...
P1 	: 왜.. 부잔데... 딸명의 임대주택?????
P2 	: 그니까요 그리고 그전 바로 파혼하고
P0 	: 제목이뭐죠
P1 	: 타인명의 호화주택 사는 부자는 많이 봤습니다만...ㅠ
P2 	: 그렇게 적극 구애를 하는 것도
P1 	: 아가씨 소개팅.. 이런거였어요
P1 	: 오늘 글이에요.
P0 	: 아가씨 이혼 보고있었네요
P1 	: 그니까요.. 왜 결혼전에 혼인신고부터..
P0 	: 찾았습니다
P1 	: 제 주변에도 있었거든요??
P2 	: 명의가 필요한듯..
P1 	: 혼인신고 부터 하고
P1 	: 신혼부부대출 풀로 땡기고.
P1 	: 신대로 풀.. 2.3금융권까지....ㅠ
P1 	: 휴.........
P0 	: 읽는중입니다...
P1 	: 알았어요 기다릴께요..
P2 	: 넘 무섭네여..
P0 	: 뭐죠 저거? 집중을 못해서인가
P2 	: 저건 &name2&샘 지인 아닌가요
P0 	: 이해가 잘 안됨 ㅋㅋㅋㅋㅋㅋ
P1 	: 네 제 지인...
P0 	: 쨋든 이상한 결혼이군요..
P1 	: 글쓴 선생님도 정돈 안된채로 쓰셨는데.... 
	  사기꾼 같지 않나요. ㅠㅠ 너무
P0 	: 진짜 결과도 이상할까요...? 뭔일 생기면 진짜 원망 다들을텐데 ㅠㅠ
P2 	: 맞아요 그냥 나열인데
P0 	: 맞아요 글이 조금.. 
P0 	: ㅋㅋㅋㅋㅋ
P2 	: 사기꾼 냄새 물씬
P0 	: 소개해준분은 그래도 지인인데...
P1 	: 저 상황이면 제발.. 백마탄 왕자이길 기도 할꺼 같아요  ㅍㅡㅠㅠ
P0 	: 그런데 어떤 피해가 올 수 있죠? 이혼 외에
P1 	: 지금 내가 질투 하고 있을 때가 아니야.ㅠㅠㅠㅠ
P0 	: 돈은 지금부터 저사람이 준거 잘 모아두고
P1 	: 여자 명의로 온갖대출을 받기 시작해요.
P0 	: 이혼을 준비...
P2 	: {share:photo}
P1 	: 와... 남이해준밥..ㅠㅠㅠ
P0 	: 명의 주고 그런 얘기는 전혀 없잖아요 지금. 그것만 확실히 지키면 되지 않나/?
P1 	: 그게..... 이미 넘어가면 그게 안되는 모양이에요?
P0 	: 만두국맛있겠다
P1 	: 오빠가 사업때문에 현금흐름이 .....
P2 	: 넘 맛있어요{emoji:😵}{emoji:😵}{emoji:😵}{emoji:😵}
P0 	: 하긴 가족인데\
P1 	: 뭐 이딴식......
P0 	: 김치 양보소
P1 	: 내가 지금까지 너한데 해준거 보면 모르냐.
P0 	: 오 그래도 밥은 조금이네요!!
P1 	: 나 그런 사람 아니다..... 이제 가족인데...
P2 	: ㅋㅋㅋ 밥 조금인가요
P0 	: 그러게요... 흠.. 
P1 	: 가족 전체가 한사람 놓고 가스라이팅 하니까.. 홀린듯...
P0 	: 조금 아니에요?ㅋㅋ 저정도면 우리 애보다 조금
P1 	: 그리된다고 하더라고요..ㅠㅠㅠㅠ
P2 	: 아 이런 래파토리
P0 	: 저런 사람들 신기해요 참
P1 	: 하.. 저는 저거 2배는 먹어요..
P0 	: 남편의 친구가 아니라 남편 친구의 친구인거죠?
P2 	: 반찬이 많아서 ㅋㅋ 충분해요
P0 	: 도나쓰까짘ㅋㅋ
P2 	: 요구르트는 먹을까 애기 줄까 고민
P0 	: 도나스 넘길라면 먹어야죠
P2 	: 학교에 벤츠 타고 샤넬 들고 다니는 샘도 급식 간식 애기 주신다고 챙기셔서  반성햇아요
P1 	: ????
P0 	: 벤츠도짝퉁일거에요
P2 	: 샤넬뿐 아니라 루이비똥이렁 등등
P0 	: 벤츠 짝퉁...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ있나여
P1 	: 학교에서 나오는건 학교에서ㅠ해결..
P2 	: 번갈아가며{emoji:…}..
P0 	: 부지런하네
P2 	: 여러 개 ㅋㅋ 그니까요 ㅋㅋ 굉장히 이쁘고 ㅋㅋ 부내남
P1 	: 가다가 상할지 모르니
P0 	: 가방안바꿈 저는ㅋㅋ
P1 	: 얼른 뱃속에 넣어요
P0 	: 맞아요 날이더워
P2 	: ㅋㅋㅋㅋ 그래요 먹는다 탕탕
P0 	: 이미 배에 있을것같은데
P2 	: 먹는 중 ㅎㅎ 아직
P0 	: 아가 이 썩어요 3살은 요구르트 먹는거 아니야
P1 	: 휴.. 우리애는 왜 저 밥만차리면 울까요.ㅠㅠㅠ
P1 	: 폭풍 먹고 올께요..ㅠㅠㅠㅠㅠㅠㅠ
P0 	: 업고 차리십니까 ㅠㅠ
P1 	: 아뇨... 울게 둡니다
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 힝.. 꼭꼭 씹어드세요 ㅠㅠ아가야 엄마 밥은먹자
P2 	: 전 찹쌀도나츠와 요구르트 클리어 하고 운동장 걸으러 갑니다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ귀마개 살짝
P2 	: 어우 날 더우니 땀나네요 원래 땀이 안나는 체질이었는데 애낳고 땀도 나고 추위도 덜 타요
P0 	: 아... 저 아침에 차 문 안잠근거 이제 알았는데... 누가 할리스 훔쳐간건 아니겠죠 ㅠㅠㅠㅠ 가볼까
P1 	: 에이 설마요..
P2 	: 에이 학교 주차장에서?
P0 	: ㅋㅋㅋㅋㅋㅋ안가봐도됩니까
P2 	: 전 맨날 안 잠그고 다녀요.. ㅋㅋㅋ
P0 	: 궁디가 무거워서 가지진않네요
P2 	: 날도 더워요
P0 	: 최고기온 28이래요 오늘
P2 	: 여기는 31도인가
P0 	: 와우.. 그럼 제주는 33도인가요
P1 	: 모르겠어요??ㅋㅋㅋ
P1 	: 여기 25도..
P1 	: 최고온도는 아닐듯요 현재 온도.ㅋㅋ
P3 	: 오.. 사진 저장할 뻔.. ㅎㅎ
P2 	: ㅎㅎㅎㅎ 맛있겠죠
P3 	: 벽탈 필요없는데.. 계속 벽타고 있는 나 뭐죠.. ㅎ
P2 	: 완벽주의..?
P3 	: 하나라도 놓칠 수 없다.. 계속 놓치고 있으면서..
P0 	: 벽은 타나.. 모두 리셋되는
P3 	: 나는 또 수업 있어요.. 오늘은 야자라
P0 	: 야자를 작년엔 안했죠?
P3 	: 학교에서 밥을 사주는데.. 칼국수 먹을 것임요.
P2 	: 경기도도 야자를 하는군요
P1 	: 하.. 수업 많으신 날이네요..
P3 	: 넵.. 올해도 안해도 되겠구만.. 거의 남지도 않음
P0 	: 시수가 몇입니까
P3 	: 야자 자율희망인데... 
P1 	: 누굴 위한 야자인가..
P0 	: 저흰 안하는데
P2 	: 야자 감독은 전교사 돌아가며 하나요
P0 	: 내년이나 2학기엔하겠죠ㅠ
P3 	: 저는 16이요. 기본.. 12년 만에 1개 과목 가르침ㅎ
P0 	: 주로 담임인것같던데요
P3 	: 아뇨. 발열지도 아침만 하는데.. 그것은 비담임.
P0 	: 오.. 그래도 여유있으시네요
P3 	: 야자 감독은 각 학년 담임
P0 	: 저도 16이네요 ㅎㅎ
P2 	: 아 저 전학교는 비담임도 했거든요... 그 학교가 선진학교였네요 ㅋㅋ
P0 	: 생애 첫 16
P2 	: 야자 감독 횟수도 성과급에 넣음
P3 	: 예전 학교는 전교사 돌렸는데요.
P1 	: 비담임은 왜 안하는거죠ㅡ
P1 	: ????
P2 	: 애들 지도가 어렵다구...
P3 	: 저는 어차피 담임 비담임 돌아가면서 하는 지라..
P3 	: 그닥 부담이 없는데요.. 담임들의 불만이 많긴 하죠.
P2 	: 그쵸 전엔 애들도 많이 남아서
P3 	: 나 또 수업 감...
P1 	: 다녀오세오
P2 	: 담임만 하면 거의 일주일에 한번 꼴
P3 	: 식사 맛있게 하삼...
P2 	: 다녀오셔유
P1 	: 하... 너무 많네요.ㅠㅠ
P2 	: 못살겠다 꾀꼬리 
P0 	: 살아야합니다.. 
P3 	: 식사 맛있게 했어요?? ^^
P3 	: &name2&쌤은 낮잠 좀 잤어요??
P1 	: 아뇨..
P1 	: 저는 낮잠 어줍짢게 자면 밤에 전혀 못자요.ㅠㅠ
P3 	: 그럼 그냥 누워서 쉬어요.
P3 	: 내가 출산 84일 만에 출근하긴 했는데..
P1 	: 이미 지났습니다.ㅋㅋㅋㅋ
P1 	: 오늘이
P1 	: 96일이네요.ㅋㅋㅋ
P3 	: 그 맘 때 기운이 없었던 것 같음...
P1 	: 악..ㅋㅋㅋㅋ
P3 	: 밥 뭐드셨어요? 잘 챙겨드셨죠?
P1 	: 그럼요..
P1 	: 먹는데 항상 진심인편.
P3 	: 나는 혼자 있으면 거의 굶고 있어서리...
P1 	: 그게 마른자와 마르지 못한 자의 차이..
P3 	: 누군가랑 같이 있는 게 나음.
P1 	: 어제 말씀 드렸죠..
P1 	: 엄마가 반찬해다준적 없다고...ㅋㅋㅋㅋㅋ
P3 	: 그니깐.. 자취하면서 혼자 다 해먹음.
P1 	: 그냥 저를 매우 잘 아시는 거에요.. 안해다 줘도 알아서 해먹을 애..
P1 	: 동생은 굶어 죽을 애...
P3 	: 나는 그냥 안먹을 애.
P1 	: ㅋㅋㅋㅋ 다 보면서 알맞은 대처인 셈이죠.ㅋㅋ
P3 	: 막내는 하루 몇시간 자요?
P3 	: 15시간은 자나요? 더 자나??
P1 	: 대중없이자요.ㅋㅋㅋㅋ
P1 	: 잘자는 날은 젖먹이면 하루종일도 자고..
P1 	: 어떤날은 하루종일 안자고 안아라.. 흔들어라 그러고...
P3 	: 아... 나랑 놀아주라고 왜 자꾸 잠만 자냐고 뭐라 했던 기억이 나네요. ㅎ
P1 	: 제발.. 잠만 자도 돼...ㅋㅋㅋㅋㅋ
P1 	: 잘때가 제일예쁘다.
P2 	: ㅋㅋㅋㅋㅋ 잘때 예쁜 건 진심
P3 	: 저땐 내가 정신이 없었떤 것으로요.. ㅎ
P2 	: 아우 어제 애가 기침하느라고 잘 못 자서 저도 잠 설쳤더니 복직하고 처음으로 잠깐 점심 시간에 책상에서 잤네요 ㅋㅋ 본부교무실인데
P3 	: 저는 낮잠을 진짜 자주 잤는데.. 올해는 한 번도 안잠.
P2 	: 저도 전엔 진짜 잘 잤었는데 ㅋㅋ
P2 	: 으 이제 에어컨 틀어서 넘 추워요 
P3 	: 나는 교무실에서 늘 긴팔임.
P2 	: 저도 옷을 챙겨야겠어요 오늘
P3 	: 지금도 에어컨을 틀었는데.. 창문은 열어있고..
P2 	: 에어컨 바람 쐬면 골병드는 느낌
P3 	: 코로나 시기이긴 하지만.. 아까움.. 내 돈은 아니나. 전기세.
P2 	: 맞아요 진짜 에너지 낭비 ㅜㅜ
P0 	: 콜센터 운영중.. 아 좀 시간좀 맞춰듣지 이것들은
P3 	: 애들한테 전화비도 받아야 되는데요.;;
P2 	: 아 콜센터 딱이네요
P3 	: 예전에 등록금 낼 때는 그런 애들은 등록금을 더 내야한다고.
P2 	: {share:photo}
P2 	: 정년 앞두신 부장님이 ㅋㅋ 산책하시면서 자꾸 꽃 꺾어다 책상에 두심 꽃에겐 미안하지만 넘 이쁨 ㅋㅋ
P0 	: 아니이런... 장미를 꺽다닠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 근데 길가 장민데 크지 않고 작아서 예뻐요
P0 	: 박찬호는 목원대와 무슨 관계ㅒ죠?
P2 	: 학교 울타리에서 꺾어오시는듯....
P0 	: 허허 애들이 뭐라하지 않나요 ㅋㅋ
P2 	: 목원대 나왔나?
P1 	: 꽃은 꺽어줘야... 또 나무가 살고 내년에 꽃피워요.
P0 	: ㅋㅋㅋㅋ그치만 나무가 아파요
P2 	: 와우!!!새로운 발견이네요
P0 	: ㅈㅓ오늘 저녁에 약속있어요 음주예약
P2 	: ㅋㅋㅋ 누구랑 마셔요
P0 	: 으힣히히히히힣
P2 	: 잇몸 아프다고 안 먹는다더니 
P0 	: 소금효과 좋네요
P1 	: 잇몸 괜찮나요??
P0 	: 진짜 효과 굿
P1 	: 꾸준히 하세요..
P2 	: ㅋㅋㅋㅋ 소금 믿고 음주
P0 	: 이제 알코올 소독만 해주면 됨
P1 	: 크..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 소독은 알코올이죠.
P0 	: 중학교 때 친구
P2 	: ㅋㅋㅋㅋㅋ 캬 알콜 소독까지
P0 	: 도수 높은걸로 마셔야하나
P0 	: 꼬냑
P2 	: 톡방에 아무 말이나 가끔 남겨주세여 ㅋㅋ
P0 	: ㅋㅋㅋ실시간 술안주 생중계
P1 	: 내일도 지각각
P2 	: 온라인와 소금빨
P0 	: ㅋㅋㅋ내일은 애 소풍 도시락도 싸야해서 한시간 육시 달았어요 1교시 없어서 ㅎㅎ
P2 	: 도시락도 샐러드와 고기인가요
P0 	: 도시락 정말 귀찮음 ㅠㅠㅠ아들아 내일도 소고기 우엉 주먹밥이다
P1 	: 엄마가.. 머리가 아파서..
P0 	: 애 도시락이요 ㅋㅋㅋㅋㅋ
P1 	: 기다려봐.. 도시락.. 전화번호가...
P0 	: 비비고 주먹밥도 냉동에 있는데
P2 	: ㅋㅋㅋㅋ 애도 고기만 ....
P0 	: 돌려서 넣어줰ㅋㅋㅋㅋ
P2 	: 혹시 모르니까 미리 뭐라도 사놔야 하나 
P0 	: 양심상 한살림 주먹밥하나 사갈까요
P2 	: 전 술병 나면 지독하게 나서 이제 맘놓고 먹지두 못해여
P0 	: 냉동ㅎㅎㅎㅎ 삼각주먹밥
P2 	: 내일이 없는 사람처럼 먹고싶어요
P1 	: 만들어 넣어 줄꺼 아니였어요?
P0 	: 주변에 술 많이 마실 사람이 없는데 오늘 만나는 애가 유일
P2 	: 한살림 주먹밥이 있나요 몰랐어유
P0 	: 아직 결혼안한.. 맨날 술때문에 남친과 헤어지는 친구
P2 	: 오늘 저도 한살림 갈래요 ㅋㅋ 추천템 있나요
P0 	: 있습니다 삼각주먹밥ㅎㅎㅎ 맛괜찮아요 ㅋㅋ고고
P2 	: 오오 메모한다
P0 	: 그거랑 저 한살림 후리가케 야채 뿌려서 주먹밥하는거
P2 	: 아 그거! ㅋㅋ 날짜 한참 지났는데 아직도 뿌려주고 있어요 
P0 	: 소고기도 있어요 ㅎㅎ
P1 	: 좀더...
P1 	: 만들어줘오..
P1 	: 육시 쓴다면서요..ㅋㅋㅋㅋ
P2 	: 소고기 후리가케.. 메모한다
P0 	: 냉장보관은 하시죠?
P2 	: 오늘 살 것 
P2 	: 네네 냉동실 ㅋㅋ
P0 	: 우엉 소고기김밥 만들거에요 ㅋㅋㅋㅋㅋ
P1 	: 그러나 나도 메모함.
P0 	: 메종드율 주문하셨냐고요
P2 	: 소고기 후리카게 김 계란 주먹밥
P0 	: 소고기를 볶는다.. 쯔유를 살짝 뿌린다.
P2 	: 쯔유는 보관 기간 긴가요
P0 	: 우엉을 잘게 다진다. 
P0 	: 참기름을 뿌린다. 
P2 	: 그럼 끝이에요? 대박
P0 	: 한살림 야채 후리가케를 살짝 뿌린다.
P1 	: 오 편해보임..
P0 	: 조물조물 동그랗게 만들어 도시락에 쏙
P1 	: 일단 캡쳐
P1 	: 저장
P2 	: 나두 저장 
P0 	: 지난달에 조금 더 노력해서 스마일소세지 김밥도 해줬는데
P1 	: 이건 맛이 없더라고요
P0 	: 그거 남겨왔더라구요
P1 	: 김밥치고 맛이 너무 심심.. 모양만 예뻤다.
P2 	: 지금 메종드율 들어갔어요
P0 	: 사진이 없네요.... 분명찍었는데 주먹밥
P2 	: 우엉피클인가요?
P0 	: 가끔 세일하는데...
P0 	: 옙
P2 	: {share:photo}
P2 	: 이거 시키면 되나요 ㅋ
P0 	: 그 세트!! 고고
P2 	: 고고 감사하애요
P0 	: {share:photo}
P0 	: 김밥도 소고기랑 우엉만 넣기돜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그거 두개만있어도 맛있어 보여요
P2 	: 아 넘 이뻐요
P1 	: 블루베도 실하다..{emoji:♡}
P2 	: 엄청 실력잔데요
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ30분도 안걸림
P2 	: 김밥 쌀 때 전 서로 끝이 안붙던데 ㅜㅜ
P1 	: 저는 감자. 다진소고기. 파프리사 엄청 다져서 볶음밥 잘 보냅니다
P1 	: 마지막에 참기름  손에 살짝 묻혀서 그어주면 붙어요
P0 	: 전 밥풀로 붙여요
P2 	: 하 너무나 어려운 것...
P2 	: 쯔유세트 주문하고 왔어요
P2 	: 하나부터 열까지 알려주세요 ㅋㅋ 소고기는 어떤 부위를 어떻게 볶나요?!!
P0 	: 소고기도 한살림 다짐육 애용합니다..
P1 	: 저는 우둔 다져 넣어요.ㅋㅋ
P0 	: 우리애는 블루베리좀 더달라고 맨날... 저게 100그람 한통이란다.. 한통에 5천원이란다...
P1 	: 이유.. 싸서..
P0 	: 저에겐 다질 손목이 없습니다....으힣히힣
P1 	: 아 그때.. 아프시다고.ㅠㅠㅠ
P1 	: 흐흐흐흫ㄱ.ㅠㅠㅠ
P3 	: 사랑받고 계시네요. ^^
P0 	: 생리컵이 넘치고 있어요
P0 	: 흐엉
P1 	: ㅠㅠㅠㅠ
P3 	: 헉..;;; 불편하겠음. 찝질..
P1 	: 저는 임신출산 반복으로 한동안 해방이였는데..
P1 	: 다시 돌아간다니..ㅠㅠㅠ
P3 	: 임신할 때 가장 좋았던 점 1가지
P1 	: 그죠.ㅠㅠ
P1 	: 생이 너무 불편.ㅠ
P1 	: 생리..
P3 	: 수업은 없는데 계속 잡무가 있어서리.
P2 	: 저도 둘째날엔 막 생리컵 넘쳐요 ㅠㅠ
P2 	: 그럼 소고기를 양념 안하고 그냥 볶나요
P3 	: 난 또 잡무 좀 하다ㅏㄱ
P0 	: 네 냉동에서 바로 후라이팬 탈탈..
P2 	: 아 고기 냄새가 안나나요?!
P0 	: 흠.. 한번 맡아보세요 전 안나더라구요 ㅋㅋㅋ제 코 고장일지도
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋ 아 전 또 후각이 예민하여 
P2 	: 고기 냄새를 싫어해가지구 ㅋㅋ
P0 	: 안날것 같은데요 쯔유가 잡아주는데
P0 	: 소고기에 쯔유를 뿌립니다
P2 	: 아!
P2 	: 밥에 뿌리는 줄
P2 	: ㅋㅋㅋ 소고기에 쯔유를 뿌려서 볶고
P2 	: 오키도키 
P0 	: 네 넣어 볶아요 ㅎㅎㅎㅎ
P1 	: {share:photo}
P2 	: 소고기에 쯔유를 넣고 볶는다 / 우엉을 잘게 다진다 / 밥에 섞는다 / 참기름을 넣는다 / 후리카케를 뿌린다 / 인가요 
P1 	: 형아의 90반바지를 긴바지 처럼 입고 외출하고 올께요.ㅋㅋ
P2 	: 오메 귀여워라
P2 	: 오디가니 아가
P1 	: 그냥 집앞이요..
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 바깥바람쐬러.
P2 	: 더운데! 조심조심 다녀오셔유 ㅋㅋㅋ
P0 	: 아니 형아랑 쌍둥인데요 ㅋㅋㅋㅋㅋ
P2 	: 반바지가 저리 길다니 킬포 ㅋㅋ
P0 	: 프로필은 둘째사진맞죠? 너무 똑같앜ㅋㅋ
P2 	: 진짜 ㅇ전자의 신비 ㅋㅋ
P3 	: 난 또 수업.. 수업. 수업.
P2 	: 전 이제 조퇴하구 애기 병원 가러 갑니다 ㅜ
P0 	: 힝 빨리좀 나아라 아가야
P3 	: 이쁘다. 까치 머리... ^^
P3 	: 외출하셨네요.. 즐거운 시간요.
P0 	: 사진은 커보이지만 진짜 작겠죠~ 아가아가 
P2 	: 맞아요 정말 작겠됴
P1 	: 하 어쩐지..25도더라니
P1 	: 비오네요 여기..
P1 	: 급하게 귀가....
P2 	: 헉!! 비라니 ㅜ 외출했능데
P1 	: 괜찮아요 어짜피 놀이터에서 숨쉬기 운동 하다가 들어올 생각이였어요..ㅋㅋ
P0 	: ㅋㅋㅋㅋㅋ한숨쉬기는 아니죠
P1 	: 어찌 아셨으까잉???
P0 	: 비가 한숨도 못쉬게 방해하고말이야.. 이 나쁜..
P1 	: ㅋㅋㅋㅋ 집에서 쉴께요. 한숨..
P0 	: ㅋㅋㅋㅋ비가 쌤 실컷 울으라고 내린걸수도
P3 	: 거기 비오는 것은 여기랑은 상관이 없는...
P1 	: 울까요... 나 울어야 되는 분위기죠??
P3 	: 수업 1개 남았어요.. ㅎㅎ 이따 7시부터 열톡해보겠어요. ^^ 야자 감독함시롱.. ㅎㅎ
P1 	: 후.. 오늘 저녁 뭐 드시나요?
P3 	: 그러게요.. 간만에 나왔는데.. 비가 오다니... ;;; 일단 비를 피하셔야
P2 	: 계란말이랑 햄.. ㅋㅋ
P3 	: 저는 오늘 야자감독이라 학교 카드로 칼국수 먹을라구요. 딸아이 밥은 남편이...
P0 	: 머지 포인트 재 결제하러 가는 길입니다
P2 	: 바쁘네요 &name1&샘
P0 	: 할리스에서 할리스로 끝나는 하루 랜턴 아 제발 없어라
P2 	: ㅋㅋㅋㅋ &name1&샘은 뭐 드세요 저녁
P0 	: 저 약속있잖아요.. 술먹죠
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: {share:photo}
P0 	: 아이 미술학원 데려다 놓고 저는 떠나고 픽업은 남편이.
P2 	: 아 맞네요 술 ㅋㅋ
P0 	: {share:photo}
P0 	: 이걸로 바꿈요 ㅋㅋㅋㅋ 너무 예뻐요{emoji:♡}
P2 	: 오 할리스 드립백
P2 	: 대박
P0 	: 아침에 이게 있었음 좋았을걸 괜히 커피값더쓴
P2 	: 넘 예뻐요{emoji:…}..
P1 	: 어머... 예쁘다아~
P1 	: 그래서 &name4&쌤... 샀나요 랜턴?
P0 	: 랜턴 안삼ㅋㅋ 이번에 인기없네요 모두 있어요 아직도
P3 	: 나랑 마셔죠.ㅎ
P0 	: 제가 또 하나남음 사는 스타일인데 ㅋㅋㅋ 많이 남음
P1 	: ㅋㅋㅋㅋㅋ 희귀템 수집?
P1 	: 레어템이여야 구매욕이 뿜뿜하죠... 
P1 	: 인기없으면.. 짜게식음..ㅠ
P3 	: 얼마에요? 나도 갖고 싶다..
P0 	: 46500원..
P3 	: 안살란다. 비싸.ㅎ
P0 	: ㅋㅋㅋㅋ여행용 캠핑용
P0 	: 방학 증 함갈게유
P3 	: 진짜루.. 놀아줘..언능언능
P3 	: 난 주말도 한가함.
P0 	: 애가 이제 형아집애 안놀러가고싶어해서ㅠㅠㅋ
P3 	: &name2&쌤은 저녁 준비 중?
	  애들 하원 후 정신없겠어요.
P0 	: 전 미술센터도착했어용
P3 	: 친구집에 놀러 오면 되겠네요.
P0 	: ㅋㅋㅋ아 &name4&샘집 방문? 낮에가도 되나요?낮술 좋아하는뎈ㅋㅋ
P2 	: 낮술 먹으면 낮잠도 세트인데 ㅋㅋ
P0 	: ㅋㅋ&name4&샘 딸 방학 언제에요? 맞춰서 둘이 놀게..ㅋㅋㅋㅋ
P3 	: 가능함. 남편은 나가라
P0 	: 유치원 못보내는 기간을.... ㅋㅋㅋㅋㅋㅋㅋ노립시다
P1 	: 오늘은 국수라 금방 끝.
